date,asset_id,campaign,campaignId,total_reach,total_engagements,total_conversions,aggregate_conversion_rate,platforms_instagram_reach,platforms_instagram_conversion_rate,platforms_tiktok_reach,platforms_tiktok_conversion_rate,platforms_youtube_reach,platforms_youtube_conversion_rate,platforms_facebook_reach,platforms_facebook_conversion_rate
2024-04-02 00:00:00+00:00,Six Flags,Family Day Promotions,4,58841,3844,336,0.57,5975,3.11,6065,3.4,12295,3.29,4003,3.46
2024-04-03 00:00:00+00:00,Six Flags,Family Day Promotions,4,79756,5354,361,0.45,9318,3.12,5258,2.42,11210,2.57,3358,2.62
2024-04-03 00:00:00+00:00,Aquarabia,Family Day Promotions,4,59864,5565,267,0.45,12607,3.22,5590,3.71,19929,2.75,4655,2.91
2024-04-04 00:00:00+00:00,Aquarabia,Family Day Promotions,4,37090,3585,160,0.43,10471,3.45,10452,3.75,17100,2.72,6304,2.96
2024-04-04 00:00:00+00:00,Six Flags,Family Day Promotions,4,42447,4091,153,0.36,8269,3.37,6223,2.5,16526,2.24,4816,3.37
2024-04-05 00:00:00+00:00,Aquarabia,Family Day Promotions,4,30808,4915,137,0.44,8998,3.67,8370,2.25,7741,2.53,5789,2.76
2024-04-05 00:00:00+00:00,Six Flags,Family Day Promotions,4,67689,5497,372,0.55,7496,3.04,11429,3.79,7822,2.99,4720,2.89
2024-04-06 00:00:00+00:00,Aquarabia,Family Day Promotions,4,50721,3621,247,0.49,7934,3.95,9407,3.1,19919,1.81,5410,2.64
2024-04-06 00:00:00+00:00,Six Flags,Family Day Promotions,4,64210,4585,350,0.55,9903,2.93,9671,2.54,15346,1.66,4416,3.31
2024-04-07 00:00:00+00:00,Aquarabia,Family Day Promotions,4,68766,4782,351,0.51,9939,2.6,6059,3.24,8131,1.33,8132,3.25
2024-04-07 00:00:00+00:00,Six Flags,Family Day Promotions,4,33163,4484,114,0.34,12619,2.98,5640,2.38,9067,2.72,8519,3.37
2024-04-08 00:00:00+00:00,Six Flags,Family Day Promotions,4,45623,5052,190,0.42,7275,2.86,8770,3.42,12818,2.52,5385,3.36
2024-04-08 00:00:00+00:00,Aquarabia,Family Day Promotions,4,70128,3808,361,0.51,14479,3.01,4377,3.16,8370,2.76,4157,3.3
2024-04-09 00:00:00+00:00,Aquarabia,Family Day Promotions,4,65016,4103,370,0.57,13303,3.27,6364,2.8,7423,2.61,5342,3.4
2024-04-09 00:00:00+00:00,Six Flags,Family Day Promotions,4,77692,4956,326,0.42,10896,3.09,8679,3.44,17586,2.71,5576,3.33
2024-04-10 00:00:00+00:00,Aquarabia,Family Day Promotions,4,41249,3796,143,0.35,14159,2.64,5685,2.29,10643,3.15,6072,2.63
2024-04-10 00:00:00+00:00,Six Flags,Family Day Promotions,4,53899,4187,279,0.52,10379,3.58,7085,2.5,18643,3.1,6893,3.2
2024-04-11 00:00:00+00:00,Aquarabia,Family Day Promotions,4,35623,4499,210,0.59,12064,3.15,11325,3.1,16567,2.94,5659,2.81
2024-04-11 00:00:00+00:00,Six Flags,Family Day Promotions,4,73114,5205,308,0.42,9766,3.94,11093,3.52,14585,1.28,8863,3.04
2024-04-12 00:00:00+00:00,Aquarabia,Family Day Promotions,4,55967,4947,229,0.41,11432,3.7,4004,3.53,19934,3.0,6342,2.81
2024-04-12 00:00:00+00:00,Six Flags,Family Day Promotions,4,35878,4639,142,0.4,13659,2.72,7152,2.54,8971,1.52,4212,3.55
2024-04-13 00:00:00+00:00,Six Flags,Family Day Promotions,4,68899,5779,275,0.4,6147,2.92,6145,3.18,15203,1.65,8484,2.98
2024-04-13 00:00:00+00:00,Aquarabia,Family Day Promotions,4,77779,4944,423,0.54,9275,3.47,5714,3.21,18215,3.08,4795,3.13
2024-04-14 00:00:00+00:00,Six Flags,Family Day Promotions,4,48053,3534,208,0.43,10994,3.65,6029,3.53,10829,2.24,5942,3.29
2024-04-14 00:00:00+00:00,Aquarabia,Family Day Promotions,4,75046,4112,313,0.42,8292,2.56,6176,3.15,16600,2.4,5836,2.6
2024-04-15 00:00:00+00:00,Aquarabia,Family Day Promotions,4,32470,5081,157,0.48,8416,3.13,10136,3.66,19979,1.62,6796,2.5
2024-04-15 00:00:00+00:00,Six Flags,Family Day Promotions,4,44765,4384,141,0.31,9541,3.98,5659,3.33,15036,2.77,4908,2.85
2024-04-16 00:00:00+00:00,Aquarabia,Family Day Promotions,4,47908,4449,191,0.4,6867,3.56,10606,2.89,7837,2.6,6033,3.47
2024-04-16 00:00:00+00:00,Six Flags,Family Day Promotions,4,72902,3902,338,0.46,11806,2.5,6719,3.0,17030,2.69,5940,2.75
2024-04-17 00:00:00+00:00,Aquarabia,Family Day Promotions,4,53440,4336,255,0.48,14514,3.46,11032,2.6,7199,2.47,7131,2.66
2024-04-17 00:00:00+00:00,Six Flags,Family Day Promotions,4,75413,3534,435,0.58,11613,2.88,8143,3.7,7104,2.94,8045,3.48
2024-04-18 00:00:00+00:00,Aquarabia,Family Day Promotions,4,33071,4690,113,0.34,10106,3.23,6091,2.3,8086,1.88,6118,2.65
2024-04-18 00:00:00+00:00,Six Flags,Family Day Promotions,4,70496,4946,249,0.35,6459,2.9,5362,2.5,11307,1.4,3238,2.8
2024-04-19 00:00:00+00:00,Aquarabia,Family Day Promotions,4,37638,5337,198,0.53,14020,3.54,6529,3.32,14287,2.59,6812,3.37
2024-04-19 00:00:00+00:00,Six Flags,Family Day Promotions,4,57622,4033,203,0.35,10581,2.57,6910,2.87,9352,2.13,5251,2.7
2024-04-20 00:00:00+00:00,Six Flags,Family Day Promotions,4,31198,4318,167,0.54,12277,3.61,6110,3.32,14287,1.77,7330,2.83
2024-04-20 00:00:00+00:00,Aquarabia,Family Day Promotions,4,35475,4361,155,0.44,8894,3.41,11201,2.96,8226,1.24,3421,3.59
2024-04-21 00:00:00+00:00,Aquarabia,Family Day Promotions,4,55289,3908,296,0.54,9955,3.67,10756,2.76,11302,2.46,8205,3.43
2024-04-21 00:00:00+00:00,Six Flags,Family Day Promotions,4,70591,3881,334,0.47,10823,2.8,8821,3.49,9032,3.22,6518,2.96
2024-04-22 00:00:00+00:00,Aquarabia,Family Day Promotions,4,44009,4806,261,0.59,13164,3.09,6127,3.11,9262,3.14,4397,3.49
2024-04-22 00:00:00+00:00,Six Flags,Family Day Promotions,4,67735,5258,317,0.47,9569,2.57,11430,3.5,9259,3.27,4879,3.0
2024-04-23 00:00:00+00:00,Aquarabia,Family Day Promotions,4,44969,3543,170,0.38,5882,2.55,8108,2.75,11473,1.96,5897,3.04
2024-04-23 00:00:00+00:00,Six Flags,Family Day Promotions,4,58635,5295,190,0.32,6716,2.53,5535,2.65,10357,3.09,3633,2.92
2024-04-24 00:00:00+00:00,Aquarabia,Family Day Promotions,4,65383,5681,228,0.35,7341,3.63,4470,2.45,12188,1.22,8858,3.35
2024-04-24 00:00:00+00:00,Six Flags,Family Day Promotions,4,36553,3878,110,0.3,11476,3.15,11880,3.46,19735,2.99,5882,3.26
2024-04-25 00:00:00+00:00,Six Flags,Family Day Promotions,4,52078,4356,246,0.47,5872,3.38,9112,2.54,12525,2.16,6191,2.47
2024-04-25 00:00:00+00:00,Aquarabia,Family Day Promotions,4,54805,3919,290,0.53,12030,2.92,5266,2.52,17287,3.28,7674,2.52
2024-04-26 00:00:00+00:00,Aquarabia,Family Day Promotions,4,71079,4031,306,0.43,7335,3.14,7540,3.73,15991,2.87,3340,3.26
2024-04-26 00:00:00+00:00,Six Flags,Family Day Promotions,4,40460,5276,148,0.37,6013,2.89,7909,2.33,7131,2.47,6231,3.53
2024-04-27 00:00:00+00:00,Aquarabia,Family Day Promotions,4,36340,4469,213,0.59,13644,3.92,7453,3.51,8068,1.28,8794,3.43
2024-04-27 00:00:00+00:00,Six Flags,Family Day Promotions,4,64775,5027,302,0.47,8380,2.97,5396,2.42,16961,2.18,5223,3.58
2024-04-28 00:00:00+00:00,Aquarabia,Family Day Promotions,4,78601,4087,427,0.54,14663,3.92,9290,2.31,10567,1.93,6592,3.18
2024-04-28 00:00:00+00:00,Six Flags,Family Day Promotions,4,63926,5322,328,0.51,6125,3.62,6926,3.58,12258,2.23,7032,2.79
2024-04-29 00:00:00+00:00,Aquarabia,Family Day Promotions,4,38714,4481,187,0.48,12509,2.55,4379,2.76,12911,1.69,7863,2.44
2024-04-29 00:00:00+00:00,Six Flags,Family Day Promotions,4,57799,4250,290,0.5,13205,2.86,11808,2.31,7233,2.95,8942,3.01
2024-04-30 00:00:00+00:00,Six Flags,Family Day Promotions,4,34097,3708,156,0.46,5396,2.82,4483,2.31,14790,2.8,7518,3.25
2024-04-30 00:00:00+00:00,Aquarabia,Family Day Promotions,4,30392,4201,154,0.51,8173,3.55,8182,2.41,18717,1.37,6162,3.28
2024-06-01 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,35702,3688,107,0.3,11975,2.9,9381,3.74,16530,1.31,8894,3.37
2024-06-01 00:00:00+00:00,Six Flags,Summer Splash Discount,1,48832,5389,189,0.39,8699,3.8,10891,3.32,10839,3.02,7178,3.43
2024-06-02 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,41391,4236,186,0.45,14012,3.58,5204,2.64,15348,2.26,6000,2.42
2024-06-02 00:00:00+00:00,Six Flags,Summer Splash Discount,1,63320,4439,244,0.39,14218,2.67,7448,2.41,14067,2.93,4435,3.3
2024-06-03 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,49024,4513,287,0.59,11275,2.86,5859,2.83,7238,3.2,4376,3.13
2024-06-03 00:00:00+00:00,Six Flags,Summer Splash Discount,1,72502,4994,345,0.48,6227,2.99,4842,3.48,10432,2.48,4165,2.73
2024-06-04 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,62402,5033,233,0.37,9307,3.94,11778,3.06,11960,3.05,3550,2.41
2024-06-04 00:00:00+00:00,Six Flags,Summer Splash Discount,1,36248,4444,154,0.42,9219,3.44,9462,3.51,14201,2.37,8320,3.45
2024-06-05 00:00:00+00:00,Six Flags,Summer Splash Discount,1,68256,5004,355,0.52,12632,3.03,10760,3.72,8367,2.01,3835,2.65
2024-06-05 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,79827,3842,465,0.58,13129,3.87,9234,3.12,7493,2.0,6288,2.76
2024-06-06 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,64469,5430,210,0.33,10173,3.51,5295,2.36,16202,1.9,6066,3.57
2024-06-06 00:00:00+00:00,Six Flags,Summer Splash Discount,1,63730,4473,228,0.36,5459,2.58,4514,3.32,18159,1.73,3629,2.91
2024-06-07 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,66300,5267,338,0.51,13841,3.73,8318,3.17,17289,1.99,8149,3.13
2024-06-07 00:00:00+00:00,Six Flags,Summer Splash Discount,1,34015,4811,105,0.31,5458,3.22,9589,3.12,10347,3.1,6230,3.53
2024-06-08 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,49732,4183,170,0.34,9445,2.62,6721,2.48,8227,1.23,7341,3.37
2024-06-08 00:00:00+00:00,Six Flags,Summer Splash Discount,1,38340,3824,118,0.31,11297,2.97,8665,2.9,18898,2.6,3905,3.49
2024-06-09 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,56205,4871,336,0.6,13591,3.34,9634,2.55,15617,3.28,3631,3.31
2024-06-09 00:00:00+00:00,Six Flags,Summer Splash Discount,1,40949,3638,183,0.45,10841,2.75,7238,2.38,14074,1.26,6275,2.97
2024-06-10 00:00:00+00:00,Six Flags,Summer Splash Discount,1,73720,4911,402,0.55,9583,2.92,8021,2.88,16201,2.7,4355,3.46
2024-06-10 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,76290,4672,259,0.34,8846,2.78,9850,2.91,11652,1.88,3614,2.75
2024-06-11 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,64519,4112,286,0.44,13507,2.94,7018,3.79,16651,2.63,3971,3.0
2024-06-11 00:00:00+00:00,Six Flags,Summer Splash Discount,1,55893,3069,211,0.38,10588,3.36,5403,2.67,12474,2.19,3619,2.58
2024-06-12 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,40119,3297,191,0.48,10908,3.97,9881,3.46,17638,2.34,7611,2.48
2024-06-12 00:00:00+00:00,Six Flags,Summer Splash Discount,1,58419,4015,243,0.42,13254,2.72,10329,3.09,10381,3.28,6752,2.6
2024-06-13 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,74052,3594,236,0.32,7925,2.57,8095,2.83,13533,2.97,3802,3.43
2024-06-13 00:00:00+00:00,Six Flags,Summer Splash Discount,1,31539,4758,107,0.34,6873,3.16,11599,3.01,17979,1.32,3824,3.29
2024-06-14 00:00:00+00:00,Six Flags,Summer Splash Discount,1,48469,4987,241,0.5,9922,2.9,7028,3.32,12937,2.08,6523,3.52
2024-06-14 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,31502,4231,95,0.3,13773,3.0,9123,2.82,12280,1.44,8794,3.27
2024-06-15 00:00:00+00:00,Six Flags,Summer Splash Discount,1,37114,4745,198,0.53,10248,3.15,4877,2.86,13293,2.99,5273,2.9
2024-06-15 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,49086,4285,239,0.49,7152,2.56,7160,2.89,19820,2.27,5296,2.94
2024-06-16 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,32802,5081,152,0.46,10663,2.83,4016,3.2,13035,2.69,7725,2.58
2024-06-16 00:00:00+00:00,Six Flags,Summer Splash Discount,1,37096,4375,120,0.32,13514,3.87,5558,2.74,13115,2.94,4600,2.51
2024-06-17 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,73401,3690,350,0.48,8145,3.06,7461,3.63,12794,1.25,8157,2.5
2024-06-17 00:00:00+00:00,Six Flags,Summer Splash Discount,1,66489,5148,385,0.58,10016,3.34,4959,2.32,16116,1.7,4134,3.43
2024-06-18 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,35278,4961,170,0.48,12000,2.64,5984,2.94,16832,1.79,8374,2.93
2024-06-18 00:00:00+00:00,Six Flags,Summer Splash Discount,1,35859,4303,133,0.37,12388,3.94,5943,2.72,13850,2.97,7487,2.86
2024-06-19 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,42334,3826,140,0.33,5295,3.17,4695,2.26,14745,2.87,4737,3.53
2024-06-19 00:00:00+00:00,Six Flags,Summer Splash Discount,1,67925,4773,394,0.58,13967,3.95,9663,2.33,17516,1.22,6065,2.85
2024-06-20 00:00:00+00:00,Six Flags,Summer Splash Discount,1,73664,4240,336,0.46,13298,3.53,10479,2.79,12842,3.28,7966,2.72
2024-06-20 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,42339,5105,215,0.51,9553,3.06,9586,2.86,15950,2.88,8012,3.12
2024-06-21 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,47113,4865,151,0.32,9682,2.87,6571,3.78,7319,3.17,6303,3.1
2024-06-21 00:00:00+00:00,Six Flags,Summer Splash Discount,1,65914,4640,294,0.45,8006,3.33,9591,2.24,7397,1.55,7115,3.03
2024-06-22 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,69279,4739,238,0.34,12635,3.36,9363,2.47,11332,2.52,3729,2.62
2024-06-22 00:00:00+00:00,Six Flags,Summer Splash Discount,1,51860,5049,255,0.49,5076,3.97,5381,3.07,12689,1.43,4638,2.98
2024-06-23 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,69371,4160,318,0.46,11653,3.15,7419,2.53,18088,1.68,5279,2.92
2024-06-23 00:00:00+00:00,Six Flags,Summer Splash Discount,1,48413,4652,271,0.56,11428,2.63,11774,2.69,12202,1.31,8253,3.38
2024-06-24 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,74584,5134,423,0.57,6851,3.26,7666,2.92,11956,2.47,7190,2.53
2024-06-24 00:00:00+00:00,Six Flags,Summer Splash Discount,1,58857,4041,188,0.32,14675,3.66,4926,2.69,10972,3.22,4795,2.76
2024-06-25 00:00:00+00:00,Six Flags,Summer Splash Discount,1,53139,3345,253,0.48,14781,3.87,5015,3.49,13358,2.17,6023,2.75
2024-06-25 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,48326,5023,188,0.39,6409,3.99,11190,2.35,9582,1.54,3938,3.22
2024-06-26 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,67943,4743,364,0.54,11024,3.41,8127,3.6,13990,2.66,5339,2.87
2024-06-26 00:00:00+00:00,Six Flags,Summer Splash Discount,1,65785,5415,312,0.47,7988,3.83,10658,2.9,16508,1.5,7993,3.34
2024-06-27 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,48131,3218,160,0.33,8728,2.75,9680,3.62,17835,3.05,8268,3.13
2024-06-27 00:00:00+00:00,Six Flags,Summer Splash Discount,1,31901,4872,164,0.51,7889,3.76,11274,2.33,17777,2.89,6106,3.09
2024-06-28 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,47173,3943,164,0.35,14931,3.76,7251,2.42,15893,2.91,7393,2.43
2024-06-28 00:00:00+00:00,Six Flags,Summer Splash Discount,1,50967,3821,166,0.33,8988,3.89,11302,2.25,8325,2.73,4570,2.59
2024-06-29 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,61369,3604,318,0.52,13419,3.34,9372,3.5,10118,3.11,5314,2.84
2024-06-29 00:00:00+00:00,Six Flags,Summer Splash Discount,1,53939,5402,242,0.45,7538,3.86,6782,2.62,9877,3.15,8880,2.62
2024-06-30 00:00:00+00:00,Six Flags,Summer Splash Discount,1,61479,4073,284,0.46,11032,3.25,9245,2.91,13139,3.02,5108,3.2
2024-06-30 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,42562,4148,168,0.39,8182,3.57,6993,2.58,12262,2.77,4791,2.4
2024-07-01 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,39880,5202,193,0.48,14004,3.89,5691,2.86,15937,1.62,7955,3.07
2024-07-01 00:00:00+00:00,Six Flags,Summer Splash Discount,1,65837,4867,355,0.54,8648,2.77,7367,3.72,13335,2.11,7748,2.99
2024-07-02 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,77228,4668,357,0.46,13319,3.57,6400,2.96,18850,1.9,6529,3.12
2024-07-02 00:00:00+00:00,Six Flags,Summer Splash Discount,1,68609,4370,343,0.5,14996,2.73,11884,2.58,10715,2.47,5748,2.45
2024-07-03 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,77752,4366,256,0.33,11222,2.74,7552,3.47,12796,1.32,5804,3.45
2024-07-03 00:00:00+00:00,Six Flags,Summer Splash Discount,1,72562,3764,334,0.46,11288,2.51,6048,3.12,16987,2.44,5202,2.8
2024-07-04 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,65657,5533,220,0.34,10223,3.38,4863,2.56,15287,2.64,5297,3.28
2024-07-04 00:00:00+00:00,Six Flags,Summer Splash Discount,1,32054,5357,112,0.35,7788,3.31,6252,2.48,15821,2.75,7397,2.69
2024-07-05 00:00:00+00:00,Six Flags,Summer Splash Discount,1,41875,4071,240,0.57,8852,3.08,7683,3.25,14425,1.46,3822,3.13
2024-07-05 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,41910,3691,223,0.53,6462,3.98,10116,2.99,11054,2.21,6216,2.52
2024-07-06 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,30705,3949,174,0.57,6812,3.31,7137,3.75,9257,2.69,5608,3.04
2024-07-06 00:00:00+00:00,Six Flags,Summer Splash Discount,1,76985,4156,420,0.55,12293,3.88,11844,2.34,10899,1.92,8310,3.43
2024-07-07 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,45795,4209,176,0.38,11128,3.15,10627,2.97,17128,1.97,4988,3.37
2024-07-07 00:00:00+00:00,Six Flags,Summer Splash Discount,1,59529,3595,185,0.31,12637,2.63,11126,3.26,12164,2.69,8575,3.32
2024-07-08 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,43116,4303,163,0.38,14652,2.55,10298,2.79,14442,2.44,3653,2.68
2024-07-08 00:00:00+00:00,Six Flags,Summer Splash Discount,1,37379,4788,120,0.32,12112,2.73,11392,3.63,11620,1.5,6181,3.24
2024-07-09 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,51538,4091,213,0.41,5477,2.53,11814,3.02,14362,1.39,8252,3.48
2024-07-09 00:00:00+00:00,Six Flags,Summer Splash Discount,1,59117,5158,327,0.55,12508,3.37,9964,2.59,17882,2.35,6716,2.46
2024-07-10 00:00:00+00:00,Six Flags,Summer Splash Discount,1,69631,3552,223,0.32,10976,2.62,6657,2.74,16042,1.65,7376,3.53
2024-07-10 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,36621,4865,213,0.58,9311,4.0,7819,3.0,8190,2.42,4189,3.55
2024-07-11 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,31504,4631,185,0.59,11336,3.96,4554,3.14,9186,3.29,8237,2.99
2024-07-11 00:00:00+00:00,Six Flags,Summer Splash Discount,1,41569,5052,197,0.47,6380,3.26,8491,3.58,7383,1.48,4984,2.91
2024-07-12 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,38798,4024,183,0.47,11486,3.03,5587,2.5,17709,1.28,6990,3.34
2024-07-12 00:00:00+00:00,Six Flags,Summer Splash Discount,1,66374,5154,322,0.49,12897,3.16,8288,2.91,13039,1.6,4440,2.53
2024-07-13 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,50351,4013,269,0.53,12764,2.83,4192,3.41,17516,1.41,8004,3.05
2024-07-13 00:00:00+00:00,Six Flags,Summer Splash Discount,1,50292,3479,156,0.31,12665,3.11,7051,2.51,13899,2.08,3292,2.72
2024-07-14 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,37492,4078,143,0.38,7645,3.54,5557,2.57,13088,1.94,6417,3.34
2024-07-14 00:00:00+00:00,Six Flags,Summer Splash Discount,1,54542,5163,208,0.38,14045,3.31,9429,2.67,14245,1.4,8443,3.39
2024-07-15 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,33629,4199,105,0.31,6581,2.74,6268,3.63,11588,1.56,3466,3.53
2024-07-15 00:00:00+00:00,Six Flags,Summer Splash Discount,1,31171,3678,100,0.32,10177,2.91,5173,2.41,10296,1.52,4003,3.59
2024-07-16 00:00:00+00:00,Six Flags,Summer Splash Discount,1,65739,3641,225,0.34,8915,2.55,8438,2.24,7909,1.97,3191,2.7
2024-07-16 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,78142,4935,240,0.31,13907,3.39,7287,2.53,8704,2.38,7633,3.04
2024-07-17 00:00:00+00:00,Six Flags,Summer Splash Discount,1,59538,3768,219,0.37,5274,3.12,4554,2.3,12110,1.88,8157,2.74
2024-07-17 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,75588,4710,307,0.41,5004,3.11,6466,2.97,18116,2.29,7961,2.93
2024-07-18 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,55932,3338,314,0.56,11437,3.86,9713,3.26,11096,2.39,5609,3.55
2024-07-18 00:00:00+00:00,Six Flags,Summer Splash Discount,1,31080,3924,101,0.32,10742,3.33,5831,2.91,9394,2.81,4023,3.1
2024-07-19 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,31723,4141,186,0.59,9620,2.51,8154,3.6,12830,2.54,6938,3.08
2024-07-19 00:00:00+00:00,Six Flags,Summer Splash Discount,1,51699,3343,236,0.46,8191,3.09,10134,2.84,19634,1.42,5647,3.55
2024-07-20 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,39669,3874,187,0.47,6572,2.65,6160,3.24,16714,1.26,7774,3.07
2024-07-20 00:00:00+00:00,Six Flags,Summer Splash Discount,1,47323,3871,178,0.38,12697,2.77,9115,2.69,15795,3.23,4199,2.54
2024-07-21 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,53581,4181,262,0.49,10638,2.79,9295,3.73,9361,1.43,7866,3.54
2024-07-21 00:00:00+00:00,Six Flags,Summer Splash Discount,1,76555,4571,354,0.46,10272,4.0,5584,3.65,10293,2.06,6222,2.55
2024-07-22 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,41185,4860,189,0.46,7820,3.77,9219,2.23,7780,3.08,5579,3.14
2024-07-22 00:00:00+00:00,Six Flags,Summer Splash Discount,1,47060,4903,168,0.36,7374,3.59,8429,2.61,9618,3.2,6590,2.53
2024-07-23 00:00:00+00:00,Six Flags,Summer Splash Discount,1,66165,4558,208,0.31,7962,3.07,11040,3.79,13636,3.1,4627,2.9
2024-07-23 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,45808,4592,197,0.43,10284,3.06,9974,2.73,14667,1.35,5080,3.18
2024-07-24 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,42867,5117,201,0.47,12156,2.83,4775,3.67,10086,1.34,5329,3.32
2024-07-24 00:00:00+00:00,Six Flags,Summer Splash Discount,1,57220,4380,204,0.36,12430,3.32,5287,2.79,10239,1.88,4000,2.59
2024-07-25 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,50320,3894,245,0.49,10309,3.96,10000,3.01,9111,1.8,3188,3.15
2024-07-25 00:00:00+00:00,Six Flags,Summer Splash Discount,1,38065,4305,199,0.52,11285,3.8,5402,3.71,8965,1.7,3150,2.99
2024-07-26 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,72035,4610,255,0.35,12755,3.42,6491,2.82,17822,1.67,8957,2.49
2024-07-26 00:00:00+00:00,Six Flags,Summer Splash Discount,1,56192,4215,277,0.49,5041,3.05,7442,3.44,11235,2.68,8942,3.13
2024-07-27 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,33417,3586,101,0.3,6840,2.71,5633,2.21,7990,2.6,5240,3.39
2024-07-27 00:00:00+00:00,Six Flags,Summer Splash Discount,1,61577,3496,287,0.47,6553,3.91,11169,3.54,19756,2.71,5946,3.27
2024-07-28 00:00:00+00:00,Six Flags,Summer Splash Discount,1,37196,5287,220,0.59,5385,2.95,4648,2.78,12854,1.61,6254,3.37
2024-07-28 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,68847,4977,388,0.56,8683,2.79,9962,3.25,16256,1.61,5478,3.52
2024-07-29 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,49574,4424,152,0.31,5619,3.17,9474,2.22,13720,1.21,6853,2.77
2024-07-29 00:00:00+00:00,Six Flags,Summer Splash Discount,1,55833,4984,270,0.48,7572,3.48,11098,3.23,7071,2.14,8410,3.05
2024-07-30 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,63430,4661,302,0.48,8800,3.08,8408,2.67,7549,3.23,5652,2.91
2024-07-30 00:00:00+00:00,Six Flags,Summer Splash Discount,1,72329,5412,255,0.35,10301,3.32,8893,2.76,8633,2.25,8199,3.22
2024-07-31 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,77621,4481,406,0.52,14393,3.12,9750,2.75,10731,1.8,4588,2.67
2024-07-31 00:00:00+00:00,Six Flags,Summer Splash Discount,1,65939,4105,243,0.37,8329,3.81,7386,2.31,10549,2.94,4033,3.07
2024-08-01 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,34166,4380,162,0.47,13390,3.9,9458,3.13,14921,3.09,5635,3.45
2024-08-01 00:00:00+00:00,Six Flags,Summer Splash Discount,1,33341,3974,118,0.35,11565,3.6,4349,2.5,19480,1.44,8107,2.74
2024-08-02 00:00:00+00:00,Six Flags,Summer Splash Discount,1,42165,4927,198,0.47,6227,3.2,6237,2.79,9432,2.58,7275,3.04
2024-08-02 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,43274,4352,177,0.41,12366,3.73,4734,3.52,10859,2.68,5689,2.72
2024-08-03 00:00:00+00:00,Aquarabia,Summer Splash Discount,1,62458,3744,276,0.44,11750,3.6,9469,3.45,13452,2.17,6384,3.11
