asset_id,date,ride_id,ride_name,tickets_sold,attendance,capacity,operational_hours,scheduled_maintenance_hours,uptime,downtime
Aquarabia,2025-03-18 00:00:00+00:00,WTR2,Lazy River,4988,5675,5000,8,3,5,3
Aquarabia,2025-03-18 00:00:00+00:00,WTR3,Splash Zone,7990,8872,8000,9,1,8,1
Aquarabia,2025-03-18 00:00:00+00:00,SST,Sea Stallion,6977,8303,7000,6,2,4,2
Aquarabia,2025-03-18 00:00:00+00:00,RDL,Rapid Downstream Loop,4984,5706,5000,8,1,7,1
Aquarabia,2025-03-18 00:00:00+00:00,SMW,Splash Mountain Wave,4760,5191,4800,7,2,5,2
Aquarabia,2025-03-18 00:00:00+00:00,FJT,Fun Jet Tubes,4162,4317,4200,8,4,4,4
Aquarabia,2025-03-18 00:00:00+00:00,WTR4,Aqua Loop,5457,5597,5500,9,2,7,2
Six Flags,2025-03-19 00:00:00+00:00,SRT,Siroccos Tower,7954,8578,8000,10,2,8,2
Six Flags,2025-03-19 00:00:00+00:00,KCB,Kiddie Carousel Bay,2958,2774,3000,6,1,5,1
Six Flags,2025-03-19 00:00:00+00:00,ELT,Electric Light Tour,3457,3281,3500,9,3,6,3
Six Flags,2025-03-19 00:00:00+00:00,MLP,Magic Lantern Parade,3929,3854,4000,7,4,3,4
Six Flags,2025-03-19 00:00:00+00:00,GDC,Grand Canyon Coaster,5180,5148,5200,8,1,7,1
Six Flags,2025-03-19 00:00:00+00:00,HRA,High Roller Adventure,5560,5413,6000,10,1,9,1
Six Flags,2025-03-19 00:00:00+00:00,SKW,Skywatch,6077,6018,6500,6,4,2,4
Six Flags,2025-03-19 00:00:00+00:00,TWE,Twilight Express,7756,7909,7800,9,1,8,1
Six Flags,2025-03-19 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4457,4724,4500,9,1,8,1
Six Flags,2025-03-19 00:00:00+00:00,FLF,Falcons Flight,8951,9394,9000,10,4,6,4
Aquarabia,2025-03-19 00:00:00+00:00,WTR3,Splash Zone,5807,5737,8000,9,2,7,2
Aquarabia,2025-03-19 00:00:00+00:00,AQL,Aqua Lake Raft,2416,2321,3800,9,3,6,3
Aquarabia,2025-03-19 00:00:00+00:00,FJT,Fun Jet Tubes,2705,2542,4200,8,1,7,1
Aquarabia,2025-03-19 00:00:00+00:00,SMW,Splash Mountain Wave,3338,3152,4800,6,2,4,2
Aquarabia,2025-03-19 00:00:00+00:00,RDL,Rapid Downstream Loop,3736,3585,5000,6,4,2,4
Aquarabia,2025-03-19 00:00:00+00:00,WTR4,Aqua Loop,4121,3977,5500,7,1,6,1
Aquarabia,2025-03-19 00:00:00+00:00,WTR2,Lazy River,3729,3538,5000,8,4,4,4
Aquarabia,2025-03-19 00:00:00+00:00,WTR1,Wave Pool,3685,3596,6000,10,2,8,2
Aquarabia,2025-03-19 00:00:00+00:00,SST,Sea Stallion,4865,4767,7000,7,4,3,4
Aquarabia,2025-03-19 00:00:00+00:00,DRD,Dizzy Rapids Drop,2451,2289,3600,8,2,6,2
Six Flags,2025-03-20 00:00:00+00:00,IRMT,Iron Rattler Mine Town,3335,3179,4500,6,2,4,2
Six Flags,2025-03-20 00:00:00+00:00,TWE,Twilight Express,6362,6250,7800,9,2,7,2
Six Flags,2025-03-20 00:00:00+00:00,SKW,Skywatch,4746,4668,6500,7,3,4,3
Six Flags,2025-03-20 00:00:00+00:00,HRA,High Roller Adventure,5062,5009,6000,7,1,6,1
Six Flags,2025-03-20 00:00:00+00:00,KCB,Kiddie Carousel Bay,2378,2320,3000,10,4,6,4
Six Flags,2025-03-20 00:00:00+00:00,MLP,Magic Lantern Parade,3531,3355,4000,10,3,7,3
Six Flags,2025-03-20 00:00:00+00:00,ELT,Electric Light Tour,2635,2555,3500,6,1,5,1
Six Flags,2025-03-20 00:00:00+00:00,SRT,Siroccos Tower,6166,6081,8000,8,4,4,4
Six Flags,2025-03-20 00:00:00+00:00,GDC,Grand Canyon Coaster,3808,3662,5200,6,3,3,3
Six Flags,2025-03-20 00:00:00+00:00,FLF,Falcons Flight,7045,6854,9000,9,3,6,3
Aquarabia,2025-03-20 00:00:00+00:00,WTR2,Lazy River,4959,5437,5000,8,3,5,3
Aquarabia,2025-03-20 00:00:00+00:00,AQL,Aqua Lake Raft,3782,4101,3800,6,2,4,2
Aquarabia,2025-03-20 00:00:00+00:00,SST,Sea Stallion,6975,8153,7000,8,1,7,1
Aquarabia,2025-03-20 00:00:00+00:00,WTR1,Wave Pool,5987,6828,6000,9,1,8,1
Aquarabia,2025-03-20 00:00:00+00:00,WTR3,Splash Zone,7952,9177,8000,8,1,7,1
Aquarabia,2025-03-20 00:00:00+00:00,DRD,Dizzy Rapids Drop,3572,4215,3600,7,1,6,1
Aquarabia,2025-03-20 00:00:00+00:00,RDL,Rapid Downstream Loop,4970,5701,5000,9,4,5,4
Aquarabia,2025-03-20 00:00:00+00:00,SMW,Splash Mountain Wave,4778,5175,4800,6,2,4,2
Aquarabia,2025-03-20 00:00:00+00:00,FJT,Fun Jet Tubes,4175,4765,4200,10,3,7,3
Aquarabia,2025-03-20 00:00:00+00:00,WTR4,Aqua Loop,5485,6161,5500,8,1,7,1
Six Flags,2025-03-21 00:00:00+00:00,KCB,Kiddie Carousel Bay,2651,2504,3000,10,4,6,4
Six Flags,2025-03-21 00:00:00+00:00,FLF,Falcons Flight,7090,6908,9000,6,3,3,3
Six Flags,2025-03-21 00:00:00+00:00,MLP,Magic Lantern Parade,3346,3207,4000,9,1,8,1
Six Flags,2025-03-21 00:00:00+00:00,GDC,Grand Canyon Coaster,4088,4032,5200,7,1,6,1
Six Flags,2025-03-21 00:00:00+00:00,HRA,High Roller Adventure,4708,4530,6000,8,1,7,1
Six Flags,2025-03-21 00:00:00+00:00,SKW,Skywatch,5670,5554,6500,8,4,4,4
Six Flags,2025-03-21 00:00:00+00:00,TWE,Twilight Express,6492,6383,7800,8,2,6,2
Six Flags,2025-03-21 00:00:00+00:00,IRMT,Iron Rattler Mine Town,3452,3369,4500,6,4,2,4
Six Flags,2025-03-21 00:00:00+00:00,SRT,Siroccos Tower,6216,6033,8000,9,3,6,3
Six Flags,2025-03-21 00:00:00+00:00,ELT,Electric Light Tour,3184,2986,3500,7,1,6,1
Aquarabia,2025-03-21 00:00:00+00:00,DRD,Dizzy Rapids Drop,3564,4197,3600,8,4,4,4
Aquarabia,2025-03-21 00:00:00+00:00,FJT,Fun Jet Tubes,4167,4473,4200,8,4,4,4
Aquarabia,2025-03-21 00:00:00+00:00,SMW,Splash Mountain Wave,4786,4937,4800,9,1,8,1
Aquarabia,2025-03-21 00:00:00+00:00,RDL,Rapid Downstream Loop,4959,5720,5000,10,1,9,1
Aquarabia,2025-03-21 00:00:00+00:00,WTR4,Aqua Loop,5457,5877,5500,9,3,6,3
Aquarabia,2025-03-21 00:00:00+00:00,WTR3,Splash Zone,7971,8305,8000,7,3,4,3
Aquarabia,2025-03-21 00:00:00+00:00,WTR2,Lazy River,4961,5559,5000,10,1,9,1
Aquarabia,2025-03-21 00:00:00+00:00,WTR1,Wave Pool,5963,6621,6000,8,2,6,2
Aquarabia,2025-03-21 00:00:00+00:00,SST,Sea Stallion,6960,7967,7000,10,3,7,3
Aquarabia,2025-03-21 00:00:00+00:00,AQL,Aqua Lake Raft,3768,4381,3800,9,4,5,4
Six Flags,2025-03-22 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4463,5065,4500,8,4,4,4
Six Flags,2025-03-22 00:00:00+00:00,SKW,Skywatch,6463,7814,6500,9,1,8,1
Six Flags,2025-03-22 00:00:00+00:00,HRA,High Roller Adventure,5983,7124,6000,8,1,7,1
Six Flags,2025-03-22 00:00:00+00:00,SRT,Siroccos Tower,7958,9541,8000,10,1,9,1
Six Flags,2025-03-22 00:00:00+00:00,MLP,Magic Lantern Parade,3974,4468,4000,9,1,8,1
Six Flags,2025-03-22 00:00:00+00:00,ELT,Electric Light Tour,3471,3944,3500,7,2,5,2
Six Flags,2025-03-22 00:00:00+00:00,KCB,Kiddie Carousel Bay,2990,3451,3000,7,3,4,3
Six Flags,2025-03-22 00:00:00+00:00,GDC,Grand Canyon Coaster,5179,5320,5200,6,1,5,1
Six Flags,2025-03-22 00:00:00+00:00,FLF,Falcons Flight,8957,9930,9000,8,1,7,1
Six Flags,2025-03-22 00:00:00+00:00,TWE,Twilight Express,7790,9236,7800,7,4,3,4
Aquarabia,2025-03-22 00:00:00+00:00,AQL,Aqua Lake Raft,3780,4084,3800,10,1,9,1
Aquarabia,2025-03-22 00:00:00+00:00,WTR1,Wave Pool,5983,6630,6000,10,2,8,2
Aquarabia,2025-03-22 00:00:00+00:00,WTR2,Lazy River,4953,4844,5000,10,2,8,2
Aquarabia,2025-03-22 00:00:00+00:00,WTR3,Splash Zone,7969,8276,8000,8,4,4,4
Aquarabia,2025-03-22 00:00:00+00:00,WTR4,Aqua Loop,5478,5866,5500,8,3,5,3
Aquarabia,2025-03-22 00:00:00+00:00,SST,Sea Stallion,6971,7212,7000,9,2,7,2
Aquarabia,2025-03-22 00:00:00+00:00,DRD,Dizzy Rapids Drop,3560,3815,3600,7,2,5,2
Aquarabia,2025-03-22 00:00:00+00:00,SMW,Splash Mountain Wave,4786,4892,4800,8,2,6,2
Aquarabia,2025-03-22 00:00:00+00:00,FJT,Fun Jet Tubes,4186,4134,4200,9,3,6,3
Aquarabia,2025-03-22 00:00:00+00:00,RDL,Rapid Downstream Loop,4955,5193,5000,7,1,6,1
Six Flags,2025-03-23 00:00:00+00:00,SRT,Siroccos Tower,7957,7994,8000,10,4,6,4
Six Flags,2025-03-23 00:00:00+00:00,KCB,Kiddie Carousel Bay,2972,3027,3000,10,4,6,4
Six Flags,2025-03-23 00:00:00+00:00,ELT,Electric Light Tour,3462,4146,3500,10,3,7,3
Six Flags,2025-03-23 00:00:00+00:00,MLP,Magic Lantern Parade,3968,4545,4000,8,4,4,4
Six Flags,2025-03-23 00:00:00+00:00,GDC,Grand Canyon Coaster,5157,6137,5200,9,2,7,2
Six Flags,2025-03-23 00:00:00+00:00,HRA,High Roller Adventure,5989,6348,6000,9,2,7,2
Six Flags,2025-03-23 00:00:00+00:00,SKW,Skywatch,6458,7627,6500,8,1,7,1
Six Flags,2025-03-23 00:00:00+00:00,TWE,Twilight Express,7772,7737,7800,7,4,3,4
Six Flags,2025-03-23 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4465,5338,4500,9,4,5,4
Six Flags,2025-03-23 00:00:00+00:00,FLF,Falcons Flight,8957,10840,9000,9,1,8,1
Aquarabia,2025-03-23 00:00:00+00:00,DRD,Dizzy Rapids Drop,3576,3545,3600,7,1,6,1
Aquarabia,2025-03-23 00:00:00+00:00,AQL,Aqua Lake Raft,3487,3344,3800,7,3,4,3
Aquarabia,2025-03-23 00:00:00+00:00,WTR1,Wave Pool,5514,5332,6000,9,1,8,1
Aquarabia,2025-03-23 00:00:00+00:00,WTR2,Lazy River,4987,4955,5000,6,4,2,4
Aquarabia,2025-03-23 00:00:00+00:00,WTR3,Splash Zone,7814,7661,8000,9,3,6,3
Aquarabia,2025-03-23 00:00:00+00:00,SST,Sea Stallion,6782,6638,7000,7,4,3,4
Aquarabia,2025-03-23 00:00:00+00:00,RDL,Rapid Downstream Loop,4981,4785,5000,10,2,8,2
Aquarabia,2025-03-23 00:00:00+00:00,SMW,Splash Mountain Wave,4416,4259,4800,8,2,6,2
Aquarabia,2025-03-23 00:00:00+00:00,FJT,Fun Jet Tubes,4148,3951,4200,10,1,9,1
Aquarabia,2025-03-23 00:00:00+00:00,WTR4,Aqua Loop,5222,5081,5500,10,1,9,1
Six Flags,2025-03-24 00:00:00+00:00,SRT,Siroccos Tower,5912,5829,8000,8,4,4,4
Six Flags,2025-03-24 00:00:00+00:00,ELT,Electric Light Tour,2864,2669,3500,9,1,8,1
Six Flags,2025-03-24 00:00:00+00:00,MLP,Magic Lantern Parade,3180,3047,4000,9,1,8,1
Six Flags,2025-03-24 00:00:00+00:00,GDC,Grand Canyon Coaster,4276,4152,5200,6,1,5,1
Six Flags,2025-03-24 00:00:00+00:00,HRA,High Roller Adventure,5054,4893,6000,9,1,8,1
Six Flags,2025-03-24 00:00:00+00:00,SKW,Skywatch,5177,5021,6500,10,2,8,2
Six Flags,2025-03-24 00:00:00+00:00,TWE,Twilight Express,6167,5977,7800,7,3,4,3
Six Flags,2025-03-24 00:00:00+00:00,IRMT,Iron Rattler Mine Town,3591,3392,4500,9,4,5,4
Six Flags,2025-03-24 00:00:00+00:00,FLF,Falcons Flight,7457,7318,9000,9,3,6,3
Six Flags,2025-03-24 00:00:00+00:00,KCB,Kiddie Carousel Bay,2677,2554,3000,9,3,6,3
Aquarabia,2025-03-24 00:00:00+00:00,AQL,Aqua Lake Raft,3761,4467,3800,7,3,4,3
Aquarabia,2025-03-24 00:00:00+00:00,SST,Sea Stallion,6983,7524,7000,6,1,5,1
Aquarabia,2025-03-24 00:00:00+00:00,WTR1,Wave Pool,5972,7156,6000,9,3,6,3
Aquarabia,2025-03-24 00:00:00+00:00,WTR2,Lazy River,4982,5412,5000,9,4,5,4
Aquarabia,2025-03-24 00:00:00+00:00,WTR3,Splash Zone,7962,8196,8000,7,1,6,1
Aquarabia,2025-03-24 00:00:00+00:00,DRD,Dizzy Rapids Drop,3589,4216,3600,6,2,4,2
Aquarabia,2025-03-24 00:00:00+00:00,RDL,Rapid Downstream Loop,4990,5421,5000,9,2,7,2
Aquarabia,2025-03-24 00:00:00+00:00,SMW,Splash Mountain Wave,4769,5150,4800,9,3,6,3
Aquarabia,2025-03-24 00:00:00+00:00,FJT,Fun Jet Tubes,4184,5048,4200,10,4,6,4
Aquarabia,2025-03-24 00:00:00+00:00,WTR4,Aqua Loop,5465,6489,5500,10,1,9,1
Six Flags,2025-03-25 00:00:00+00:00,SRT,Siroccos Tower,6226,6102,8000,10,1,9,1
Six Flags,2025-03-25 00:00:00+00:00,ELT,Electric Light Tour,2937,2825,3500,9,4,5,4
Six Flags,2025-03-25 00:00:00+00:00,MLP,Magic Lantern Parade,3309,3167,4000,9,4,5,4
Six Flags,2025-03-25 00:00:00+00:00,GDC,Grand Canyon Coaster,3813,3673,5200,7,1,6,1
Six Flags,2025-03-25 00:00:00+00:00,HRA,High Roller Adventure,4662,4466,6000,6,2,4,2
Six Flags,2025-03-25 00:00:00+00:00,SKW,Skywatch,4578,4409,6500,6,1,5,1
Six Flags,2025-03-25 00:00:00+00:00,TWE,Twilight Express,5397,5279,7800,7,2,5,2
Six Flags,2025-03-25 00:00:00+00:00,IRMT,Iron Rattler Mine Town,3333,3178,4500,7,4,3,4
Six Flags,2025-03-25 00:00:00+00:00,FLF,Falcons Flight,7164,6981,9000,9,2,7,2
Six Flags,2025-03-25 00:00:00+00:00,KCB,Kiddie Carousel Bay,2379,2311,3000,10,3,7,3
Aquarabia,2025-03-25 00:00:00+00:00,AQL,Aqua Lake Raft,3786,3960,3800,7,3,4,3
Aquarabia,2025-03-25 00:00:00+00:00,SST,Sea Stallion,6957,7930,7000,9,3,6,3
Aquarabia,2025-03-25 00:00:00+00:00,WTR1,Wave Pool,5988,6214,6000,7,2,5,2
Aquarabia,2025-03-25 00:00:00+00:00,WTR2,Lazy River,4986,5318,5000,7,3,4,3
Aquarabia,2025-03-25 00:00:00+00:00,WTR3,Splash Zone,7980,8601,8000,9,2,7,2
Aquarabia,2025-03-25 00:00:00+00:00,DRD,Dizzy Rapids Drop,3556,3718,3600,7,1,6,1
Aquarabia,2025-03-25 00:00:00+00:00,RDL,Rapid Downstream Loop,4963,5202,5000,7,4,3,4
Aquarabia,2025-03-25 00:00:00+00:00,SMW,Splash Mountain Wave,4771,5261,4800,10,2,8,2
Aquarabia,2025-03-25 00:00:00+00:00,FJT,Fun Jet Tubes,4154,4586,4200,10,1,9,1
Aquarabia,2025-03-25 00:00:00+00:00,WTR4,Aqua Loop,5456,6505,5500,8,4,4,4
Six Flags,2025-03-26 00:00:00+00:00,FLF,Falcons Flight,8838,8747,9000,9,3,6,3
Six Flags,2025-03-26 00:00:00+00:00,ELT,Electric Light Tour,3456,3624,3500,8,2,6,2
Six Flags,2025-03-26 00:00:00+00:00,MLP,Magic Lantern Parade,3958,4238,4000,7,2,5,2
Six Flags,2025-03-26 00:00:00+00:00,GDC,Grand Canyon Coaster,5159,5442,5200,7,1,6,1
Six Flags,2025-03-26 00:00:00+00:00,HRA,High Roller Adventure,5856,5659,6000,9,4,5,4
Six Flags,2025-03-26 00:00:00+00:00,SKW,Skywatch,6484,6489,6500,9,2,7,2
Six Flags,2025-03-26 00:00:00+00:00,TWE,Twilight Express,7779,8384,7800,10,4,6,4
Six Flags,2025-03-26 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4471,4886,4500,6,2,4,2
Six Flags,2025-03-26 00:00:00+00:00,SRT,Siroccos Tower,7965,8878,8000,7,2,5,2
Six Flags,2025-03-26 00:00:00+00:00,KCB,Kiddie Carousel Bay,2951,3203,3000,8,4,4,4
Aquarabia,2025-03-26 00:00:00+00:00,DRD,Dizzy Rapids Drop,3569,3478,3600,8,2,6,2
Aquarabia,2025-03-26 00:00:00+00:00,FJT,Fun Jet Tubes,3989,3936,4200,7,3,4,3
Aquarabia,2025-03-26 00:00:00+00:00,SMW,Splash Mountain Wave,4645,4585,4800,9,1,8,1
Aquarabia,2025-03-26 00:00:00+00:00,RDL,Rapid Downstream Loop,4914,4836,5000,7,2,5,2
Aquarabia,2025-03-26 00:00:00+00:00,WTR4,Aqua Loop,5144,4981,5500,6,2,4,2
Aquarabia,2025-03-26 00:00:00+00:00,WTR3,Splash Zone,7960,7945,8000,7,2,5,2
Aquarabia,2025-03-26 00:00:00+00:00,WTR2,Lazy River,4976,5160,5000,9,4,5,4
Aquarabia,2025-03-26 00:00:00+00:00,WTR1,Wave Pool,5771,5642,6000,10,1,9,1
Aquarabia,2025-03-26 00:00:00+00:00,SST,Sea Stallion,6689,6583,7000,9,2,7,2
Aquarabia,2025-03-26 00:00:00+00:00,AQL,Aqua Lake Raft,3599,3417,3800,9,2,7,2
Six Flags,2025-03-27 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4460,4762,4500,8,1,7,1
Six Flags,2025-03-27 00:00:00+00:00,TWE,Twilight Express,7783,9434,7800,9,3,6,3
Six Flags,2025-03-27 00:00:00+00:00,SKW,Skywatch,6463,7530,6500,9,3,6,3
Six Flags,2025-03-27 00:00:00+00:00,HRA,High Roller Adventure,5960,7141,6000,8,3,5,3
Six Flags,2025-03-27 00:00:00+00:00,KCB,Kiddie Carousel Bay,2988,3204,3000,8,1,7,1
Six Flags,2025-03-27 00:00:00+00:00,MLP,Magic Lantern Parade,3960,4076,4000,7,2,5,2
Six Flags,2025-03-27 00:00:00+00:00,ELT,Electric Light Tour,3455,3744,3500,8,4,4,4
Six Flags,2025-03-27 00:00:00+00:00,SRT,Siroccos Tower,7965,8060,8000,7,1,6,1
Six Flags,2025-03-27 00:00:00+00:00,GDC,Grand Canyon Coaster,5157,5885,5200,8,2,6,2
Six Flags,2025-03-27 00:00:00+00:00,FLF,Falcons Flight,8951,9372,9000,9,4,5,4
Aquarabia,2025-03-27 00:00:00+00:00,WTR2,Lazy River,4971,5819,5000,10,4,6,4
Aquarabia,2025-03-27 00:00:00+00:00,AQL,Aqua Lake Raft,3759,4024,3800,8,2,6,2
Aquarabia,2025-03-27 00:00:00+00:00,WTR1,Wave Pool,5974,6422,6000,10,4,6,4
Aquarabia,2025-03-27 00:00:00+00:00,DRD,Dizzy Rapids Drop,3578,4223,3600,8,3,5,3
Aquarabia,2025-03-27 00:00:00+00:00,WTR3,Splash Zone,7982,8495,8000,10,3,7,3
Aquarabia,2025-03-27 00:00:00+00:00,SST,Sea Stallion,6972,7183,7000,10,2,8,2
Aquarabia,2025-03-27 00:00:00+00:00,RDL,Rapid Downstream Loop,4967,5673,5000,8,4,4,4
Aquarabia,2025-03-27 00:00:00+00:00,SMW,Splash Mountain Wave,4766,5763,4800,6,2,4,2
Aquarabia,2025-03-27 00:00:00+00:00,FJT,Fun Jet Tubes,4164,4726,4200,8,4,4,4
Aquarabia,2025-03-27 00:00:00+00:00,WTR4,Aqua Loop,5475,6154,5500,8,2,6,2
Six Flags,2025-03-28 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4483,4633,4500,8,2,6,2
Six Flags,2025-03-28 00:00:00+00:00,KCB,Kiddie Carousel Bay,2988,3114,3000,9,3,6,3
Six Flags,2025-03-28 00:00:00+00:00,ELT,Electric Light Tour,3473,3700,3500,7,4,3,4
Six Flags,2025-03-28 00:00:00+00:00,MLP,Magic Lantern Parade,3958,4376,4000,9,4,5,4
Six Flags,2025-03-28 00:00:00+00:00,GDC,Grand Canyon Coaster,5169,5983,5200,10,3,7,3
Six Flags,2025-03-28 00:00:00+00:00,HRA,High Roller Adventure,5987,6326,6000,9,2,7,2
Six Flags,2025-03-28 00:00:00+00:00,SKW,Skywatch,6455,7413,6500,10,4,6,4
Six Flags,2025-03-28 00:00:00+00:00,TWE,Twilight Express,7754,8513,7800,8,4,4,4
Six Flags,2025-03-28 00:00:00+00:00,SRT,Siroccos Tower,7990,9096,8000,6,2,4,2
Six Flags,2025-03-28 00:00:00+00:00,FLF,Falcons Flight,8985,8961,9000,8,4,4,4
Aquarabia,2025-03-28 00:00:00+00:00,SST,Sea Stallion,5916,5774,7000,6,3,3,3
Aquarabia,2025-03-28 00:00:00+00:00,AQL,Aqua Lake Raft,3382,3192,3800,9,2,7,2
Aquarabia,2025-03-28 00:00:00+00:00,FJT,Fun Jet Tubes,3259,3090,4200,10,3,7,3
Aquarabia,2025-03-28 00:00:00+00:00,SMW,Splash Mountain Wave,3487,3378,4800,10,4,6,4
Aquarabia,2025-03-28 00:00:00+00:00,RDL,Rapid Downstream Loop,4323,4192,5000,10,2,8,2
Aquarabia,2025-03-28 00:00:00+00:00,WTR4,Aqua Loop,4709,4591,5500,10,2,8,2
Aquarabia,2025-03-28 00:00:00+00:00,WTR3,Splash Zone,6054,5918,8000,9,1,8,1
Aquarabia,2025-03-28 00:00:00+00:00,WTR2,Lazy River,3620,3501,5000,8,4,4,4
Aquarabia,2025-03-28 00:00:00+00:00,WTR1,Wave Pool,5256,5115,6000,8,1,7,1
Aquarabia,2025-03-28 00:00:00+00:00,DRD,Dizzy Rapids Drop,2935,2818,3600,8,1,7,1
Six Flags,2025-03-29 00:00:00+00:00,IRMT,Iron Rattler Mine Town,3790,3710,4500,10,4,6,4
Six Flags,2025-03-29 00:00:00+00:00,TWE,Twilight Express,7257,7140,7800,10,3,7,3
Six Flags,2025-03-29 00:00:00+00:00,SKW,Skywatch,5999,5912,6500,10,3,7,3
Six Flags,2025-03-29 00:00:00+00:00,HRA,High Roller Adventure,5144,5063,6000,10,3,7,3
Six Flags,2025-03-29 00:00:00+00:00,SRT,Siroccos Tower,7744,7643,8000,6,1,5,1
Six Flags,2025-03-29 00:00:00+00:00,MLP,Magic Lantern Parade,3443,3364,4000,10,4,6,4
Six Flags,2025-03-29 00:00:00+00:00,ELT,Electric Light Tour,3454,3415,3500,9,4,5,4
Six Flags,2025-03-29 00:00:00+00:00,KCB,Kiddie Carousel Bay,2776,2725,3000,10,2,8,2
Six Flags,2025-03-29 00:00:00+00:00,GDC,Grand Canyon Coaster,4974,4885,5200,8,4,4,4
Six Flags,2025-03-29 00:00:00+00:00,FLF,Falcons Flight,7459,7264,9000,10,4,6,4
Aquarabia,2025-03-29 00:00:00+00:00,DRD,Dizzy Rapids Drop,3557,3614,3600,9,1,8,1
Aquarabia,2025-03-29 00:00:00+00:00,AQL,Aqua Lake Raft,3783,4378,3800,9,3,6,3
Aquarabia,2025-03-29 00:00:00+00:00,FJT,Fun Jet Tubes,4158,4858,4200,8,1,7,1
Aquarabia,2025-03-29 00:00:00+00:00,SMW,Splash Mountain Wave,4763,4891,4800,10,4,6,4
Aquarabia,2025-03-29 00:00:00+00:00,RDL,Rapid Downstream Loop,4988,5017,5000,6,2,4,2
Aquarabia,2025-03-29 00:00:00+00:00,WTR4,Aqua Loop,5475,5588,5500,9,4,5,4
Aquarabia,2025-03-29 00:00:00+00:00,WTR3,Splash Zone,7989,8375,8000,8,4,4,4
Aquarabia,2025-03-29 00:00:00+00:00,WTR2,Lazy River,4961,5759,5000,9,2,7,2
Aquarabia,2025-03-29 00:00:00+00:00,WTR1,Wave Pool,5970,6699,6000,10,4,6,4
Aquarabia,2025-03-29 00:00:00+00:00,SST,Sea Stallion,6976,6967,7000,9,3,6,3
Six Flags,2025-03-30 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4473,5016,4500,6,3,3,3
Six Flags,2025-03-30 00:00:00+00:00,TWE,Twilight Express,7776,8500,7800,7,2,5,2
Six Flags,2025-03-30 00:00:00+00:00,SKW,Skywatch,6489,6958,6500,10,4,6,4
Six Flags,2025-03-30 00:00:00+00:00,HRA,High Roller Adventure,5978,6328,6000,8,1,7,1
Six Flags,2025-03-30 00:00:00+00:00,KCB,Kiddie Carousel Bay,2954,3359,3000,6,4,2,4
Six Flags,2025-03-30 00:00:00+00:00,MLP,Magic Lantern Parade,3984,4350,4000,10,2,8,2
Six Flags,2025-03-30 00:00:00+00:00,ELT,Electric Light Tour,3481,3967,3500,6,1,5,1
Six Flags,2025-03-30 00:00:00+00:00,SRT,Siroccos Tower,7951,9491,8000,9,4,5,4
Six Flags,2025-03-30 00:00:00+00:00,GDC,Grand Canyon Coaster,5161,5515,5200,9,2,7,2
Six Flags,2025-03-30 00:00:00+00:00,FLF,Falcons Flight,8975,10162,9000,7,3,4,3
Aquarabia,2025-03-30 00:00:00+00:00,DRD,Dizzy Rapids Drop,3567,4224,3600,6,4,2,4
Aquarabia,2025-03-30 00:00:00+00:00,AQL,Aqua Lake Raft,3778,4517,3800,8,3,5,3
Aquarabia,2025-03-30 00:00:00+00:00,WTR1,Wave Pool,5943,5860,6000,9,3,6,3
Aquarabia,2025-03-30 00:00:00+00:00,WTR2,Lazy River,4962,5746,5000,6,3,3,3
Aquarabia,2025-03-30 00:00:00+00:00,WTR3,Splash Zone,7951,8248,8000,10,4,6,4
Aquarabia,2025-03-30 00:00:00+00:00,SST,Sea Stallion,6971,7443,7000,6,1,5,1
Aquarabia,2025-03-30 00:00:00+00:00,RDL,Rapid Downstream Loop,4981,5772,5000,6,1,5,1
Aquarabia,2025-03-30 00:00:00+00:00,SMW,Splash Mountain Wave,4751,5475,4800,10,4,6,4
Aquarabia,2025-03-30 00:00:00+00:00,FJT,Fun Jet Tubes,4157,4804,4200,10,3,7,3
Aquarabia,2025-03-30 00:00:00+00:00,WTR4,Aqua Loop,5489,6333,5500,8,3,5,3
Six Flags,2025-03-31 00:00:00+00:00,SRT,Siroccos Tower,6226,6054,8000,8,3,5,3
Six Flags,2025-03-31 00:00:00+00:00,ELT,Electric Light Tour,3192,3111,3500,8,3,5,3
Six Flags,2025-03-31 00:00:00+00:00,MLP,Magic Lantern Parade,3173,3042,4000,6,3,3,3
Six Flags,2025-03-31 00:00:00+00:00,GDC,Grand Canyon Coaster,4705,4571,5200,9,4,5,4
Six Flags,2025-03-31 00:00:00+00:00,HRA,High Roller Adventure,4991,4885,6000,8,2,6,2
Six Flags,2025-03-31 00:00:00+00:00,SKW,Skywatch,5382,5253,6500,9,2,7,2
Six Flags,2025-03-31 00:00:00+00:00,TWE,Twilight Express,6235,6120,7800,10,1,9,1
Six Flags,2025-03-31 00:00:00+00:00,IRMT,Iron Rattler Mine Town,4095,4038,4500,9,2,7,2
Six Flags,2025-03-31 00:00:00+00:00,FLF,Falcons Flight,7678,7595,9000,8,3,5,3
Six Flags,2025-03-31 00:00:00+00:00,KCB,Kiddie Carousel Bay,2500,2384,3000,6,3,3,3
