date,asset_id,reach,industry_reach,pr_value,total_media_value,share_of_voice,sentiment_positive,sentiment_neutral,sentiment_negative
2025-10-06 00:00:00+00:00,Six Flags,3905,5578,4307,1315,0.7,86.8,4.6,8.6
2025-10-07 00:00:00+00:00,Six Flags,2563,3609,2854,847,0.71,84.8,5,10.3
2025-10-08 00:00:00+00:00,Six Flags,2022,2911,1938,505,0.69,84.9,5,10.1
2025-10-09 00:00:00+00:00,Six Flags,3187,5061,2557,661,0.63,85,4.2,10.8
2025-10-10 00:00:00+00:00,Six Flags,2010,2917,1970,636,0.69,81.5,8.2,10.3
2025-10-11 00:00:00+00:00,Six Flags,2486,3875,2926,788,0.64,82.7,8.2,9.1
2025-10-12 00:00:00+00:00,Six Flags,2505,3271,2838,856,0.77,83.8,8.7,7.5
2025-10-13 00:00:00+00:00,Six Flags,3502,5473,3027,925,0.64,86.6,4.6,8.8
2025-10-14 00:00:00+00:00,Six Flags,2236,3122,2321,805,0.72,82.9,8.1,9
2025-10-15 00:00:00+00:00,Six Flags,3641,4607,4219,1001,0.79,83.8,7.1,9.1
2025-10-16 00:00:00+00:00,Six Flags,2773,3726,3219,759,0.74,83.6,5.7,10.8
2025-10-17 00:00:00+00:00,Six Flags,2169,2948,1886,452,0.74,84.3,5.2,10.4
2025-10-18 00:00:00+00:00,Six Flags,2948,3710,2677,817,0.79,83.1,8.9,8
2025-10-19 00:00:00+00:00,Six Flags,2277,3531,2705,927,0.64,82.3,7.6,10.1
2025-10-20 00:00:00+00:00,Six Flags,3964,6142,3268,749,0.65,86.5,4.3,9.1
2025-10-21 00:00:00+00:00,Six Flags,3603,4738,4017,976,0.76,84.3,5,10.7
2025-10-22 00:00:00+00:00,Six Flags,2143,3426,2458,559,0.63,84.8,6.7,8.4
2025-10-23 00:00:00+00:00,Six Flags,3845,5810,4403,1463,0.66,82.2,7.7,10
2025-10-24 00:00:00+00:00,Six Flags,3929,5171,3908,972,0.76,85,6.6,8.4
2025-10-25 00:00:00+00:00,Six Flags,2317,3331,2329,613,0.7,82.7,9.3,8
2025-10-26 00:00:00+00:00,Six Flags,2975,4330,3334,844,0.69,81.2,9.8,9
2025-10-27 00:00:00+00:00,Six Flags,2360,3126,2415,836,0.75,86.1,4.6,9.2
2025-10-28 00:00:00+00:00,Six Flags,2071,2819,1940,549,0.73,85.2,7.2,7.6
2025-10-29 00:00:00+00:00,Six Flags,2695,4147,2264,753,0.65,86.7,5.1,8.2
2025-10-30 00:00:00+00:00,Six Flags,2415,3520,2542,595,0.69,83.1,8.9,8
2025-10-31 00:00:00+00:00,Six Flags,3797,5632,3663,1189,0.67,81.3,9.9,8.8
2025-11-01 00:00:00+00:00,Six Flags,2384,3707,2203,487,0.64,0,0,100
2025-11-02 00:00:00+00:00,Six Flags,3582,4918,4133,1248,0.73,0,0,100
2025-11-03 00:00:00+00:00,Six Flags,2687,3737,2203,674,0.72,0,0,100
2025-11-04 00:00:00+00:00,Six Flags,3438,4863,2969,887,0.71,0,0,100
2025-11-05 00:00:00+00:00,Six Flags,3011,3876,3345,794,0.78,0,0,100
2025-11-06 00:00:00+00:00,Six Flags,3509,4778,4099,1031,0.73,0,0,100
2025-11-07 00:00:00+00:00,Six Flags,2194,3283,2244,743,0.67,0,0,100
2025-11-08 00:00:00+00:00,Six Flags,2830,3937,2755,812,0.72,0,0,100
2025-11-09 00:00:00+00:00,Six Flags,2270,3044,2637,745,0.75,0,0,100
2025-11-10 00:00:00+00:00,Six Flags,3775,6024,3791,976,0.63,0,0,100
2025-11-11 00:00:00+00:00,Six Flags,3622,5334,3587,1251,0.68,0,0,100
2025-11-12 00:00:00+00:00,Six Flags,3843,5655,3602,967,0.68,0,0,100
2025-11-13 00:00:00+00:00,Six Flags,2841,4363,3066,879,0.65,0,0,100
2025-11-14 00:00:00+00:00,Six Flags,2827,4087,2379,603,0.69,0,0,100
2025-11-15 00:00:00+00:00,Six Flags,2542,3933,2797,850,0.65,0,0,100
2025-11-16 00:00:00+00:00,Six Flags,2003,2778,2122,722,0.72,0,0,100
2025-11-17 00:00:00+00:00,Six Flags,3052,4032,3507,861,0.76,0,0,100
2025-11-18 00:00:00+00:00,Six Flags,2400,3205,2333,610,0.75,0,0,100
2025-11-19 00:00:00+00:00,Six Flags,3396,4917,4056,953,0.69,0,0,100
2025-11-20 00:00:00+00:00,Six Flags,3367,5385,3417,872,0.63,0,0,100
2025-11-21 00:00:00+00:00,Six Flags,2245,2896,2526,862,0.78,0,0,100
2025-11-22 00:00:00+00:00,Six Flags,2681,3944,2658,886,0.68,0,0,100
2025-11-23 00:00:00+00:00,Six Flags,3072,4549,2963,747,0.68,0,0,100
2025-11-24 00:00:00+00:00,Six Flags,2372,3013,2581,660,0.79,0,0,100
2025-11-25 00:00:00+00:00,Six Flags,2662,3650,2772,898,0.73,0,0,100
2025-11-26 00:00:00+00:00,Six Flags,3919,5880,4336,1366,0.67,0,0,100
2025-11-27 00:00:00+00:00,Six Flags,2803,3986,2824,625,0.7,0,0,100
2025-11-28 00:00:00+00:00,Six Flags,3313,4632,2902,654,0.72,0,0,100
2025-11-29 00:00:00+00:00,Six Flags,3294,5231,3434,1199,0.63,0,0,100
2025-11-30 00:00:00+00:00,Six Flags,3506,4410,3904,1021,0.79,0,0,100
2025-12-01 00:00:00+00:00,Six Flags,2119,3226,1909,430,0.66,0,0,100
2025-12-02 00:00:00+00:00,Six Flags,2522,3993,2771,941,0.63,0,0,100
2025-12-03 00:00:00+00:00,Six Flags,3225,5147,3286,897,0.63,0,0,100
2025-12-04 00:00:00+00:00,Six Flags,2190,2871,2222,661,0.76,0,0,100
2025-12-05 00:00:00+00:00,Six Flags,3706,5334,3293,1090,0.69,0,0,100
2025-12-06 00:00:00+00:00,Six Flags,3008,3799,2801,626,0.79,0,0,100
2025-12-07 00:00:00+00:00,Six Flags,2083,3240,2429,570,0.64,0,0,100
2025-12-08 00:00:00+00:00,Six Flags,3434,4432,3053,1026,0.77,0,0,100
2025-12-09 00:00:00+00:00,Six Flags,3429,4814,3411,1038,0.71,0,0,100
2025-12-10 00:00:00+00:00,Six Flags,2361,3328,2694,876,0.71,0,0,100
2025-12-11 00:00:00+00:00,Six Flags,2589,3512,2525,730,0.74,0,0,100
2025-12-12 00:00:00+00:00,Six Flags,3005,4186,3336,1016,0.72,0,0,100
2025-12-13 00:00:00+00:00,Six Flags,3108,4435,3483,1022,0.7,0,0,100
2025-12-14 00:00:00+00:00,Six Flags,2178,2745,2275,543,0.79,0,0,100
2025-12-15 00:00:00+00:00,Six Flags,3109,4580,2699,799,0.68,0,0,100
2025-12-16 00:00:00+00:00,Six Flags,2584,3684,2143,514,0.7,0,0,100
2025-12-17 00:00:00+00:00,Six Flags,3558,4627,3002,944,0.77,0,0,100
2025-12-18 00:00:00+00:00,Six Flags,3340,4793,2785,691,0.7,0,0,100
2025-12-19 00:00:00+00:00,Six Flags,3419,5173,3897,1182,0.66,0,0,100
2025-12-20 00:00:00+00:00,Six Flags,3573,4558,2955,684,0.78,0,0,100
2025-12-21 00:00:00+00:00,Six Flags,3923,5813,3502,1018,0.67,0,0,100
2025-12-22 00:00:00+00:00,Six Flags,2236,3028,2391,639,0.74,0,0,100
2025-12-23 00:00:00+00:00,Six Flags,3338,4686,3627,1106,0.71,0,0,100
2025-12-24 00:00:00+00:00,Six Flags,3586,4793,4284,1352,0.75,0,0,100
2025-12-25 00:00:00+00:00,Six Flags,3256,4519,2851,819,0.72,0,0,100
2025-12-26 00:00:00+00:00,Six Flags,2047,3028,2455,795,0.68,0,0,100
2025-12-27 00:00:00+00:00,Six Flags,3593,5001,4309,1449,0.72,0,0,100
2025-12-28 00:00:00+00:00,Six Flags,3426,4933,2760,783,0.69,0,0,100
2025-12-29 00:00:00+00:00,Six Flags,2584,3497,2198,624,0.74,0,0,100
2025-12-30 00:00:00+00:00,Six Flags,3891,5302,3479,907,0.73,0,0,100
2025-12-31 00:00:00+00:00,Six Flags,2430,3412,2229,573,0.71,0,0,100
2025-01-01 00:00:00+00:00,Aquarabia,7427,9933,8757,2192,0.75,81.1,10.9,8
2025-01-02 00:00:00+00:00,Aquarabia,6196,9190,7331,2562,0.67,84.9,5,10.1
2025-01-03 00:00:00+00:00,Aquarabia,8181,12548,8658,2503,0.65,83.6,7.1,9.3
2025-01-04 00:00:00+00:00,Aquarabia,5562,8308,5928,1880,0.67,83.3,8.6,8.1
2025-01-05 00:00:00+00:00,Aquarabia,5653,8575,5552,1635,0.66,83,9.3,7.7
2025-01-06 00:00:00+00:00,Aquarabia,6511,10292,5773,1542,0.63,84.3,7,8.7
2025-01-07 00:00:00+00:00,Aquarabia,5890,8743,5533,1442,0.67,86.6,3.6,9.8
2025-01-08 00:00:00+00:00,Aquarabia,7513,9487,8885,2242,0.79,87.1,4.2,8.7
2025-01-09 00:00:00+00:00,Aquarabia,8177,12013,6718,1908,0.68,83.2,8.2,8.6
2025-01-10 00:00:00+00:00,Aquarabia,8268,10985,6691,1716,0.75,84.5,4.8,10.7
2025-01-11 00:00:00+00:00,Aquarabia,6836,10273,6851,2241,0.67,86.9,5.3,7.8
2025-01-12 00:00:00+00:00,Aquarabia,6488,9386,5918,1347,0.69,85.1,5.9,8.9
2025-01-13 00:00:00+00:00,Aquarabia,5174,6739,4476,1426,0.77,83.9,6.6,9.5
2025-01-14 00:00:00+00:00,Aquarabia,6570,9124,5944,1580,0.72,87.1,3.6,9.3
2025-01-15 00:00:00+00:00,Aquarabia,6325,8216,6783,1581,0.77,82.5,8.3,9.2
2025-01-16 00:00:00+00:00,Aquarabia,6661,8536,5861,1582,0.78,85.3,5.9,8.8
2025-01-17 00:00:00+00:00,Aquarabia,7538,10918,7205,2029,0.69,82.3,9.5,8.2
2025-01-18 00:00:00+00:00,Aquarabia,7349,10420,6723,1614,0.71,83.9,8.1,8
2025-01-19 00:00:00+00:00,Aquarabia,8342,12474,7496,1788,0.67,82.3,9.7,8
2025-01-20 00:00:00+00:00,Aquarabia,5186,7769,4222,1231,0.67,84.6,7.4,8
2025-01-21 00:00:00+00:00,Aquarabia,5886,8343,6357,1586,0.71,83.8,6.9,9.4
2025-01-22 00:00:00+00:00,Aquarabia,6792,9053,8120,2276,0.75,85.7,4.3,10
2025-01-23 00:00:00+00:00,Aquarabia,6689,9028,7936,2216,0.74,83.9,6.5,9.6
2025-01-24 00:00:00+00:00,Aquarabia,6348,9740,6015,1804,0.65,83.6,7.5,8.9
2025-01-25 00:00:00+00:00,Aquarabia,7417,10971,8399,2725,0.68,86.2,5.2,8.6
2025-01-26 00:00:00+00:00,Aquarabia,6309,7930,5690,1259,0.8,85.6,4.2,10.3
2025-01-27 00:00:00+00:00,Aquarabia,6893,9033,7326,2559,0.76,82.2,8.6,9.2
2025-01-28 00:00:00+00:00,Aquarabia,6348,8329,7212,2397,0.76,83.1,6.9,10
2025-01-29 00:00:00+00:00,Aquarabia,8102,11734,7258,2208,0.69,82,9.5,8.4
2025-01-30 00:00:00+00:00,Aquarabia,5506,7046,5360,1702,0.78,84.7,5,10.3
2025-01-31 00:00:00+00:00,Aquarabia,5527,7548,5648,1790,0.73,83.8,7.7,8.5
2025-02-01 00:00:00+00:00,Aquarabia,6820,10564,6124,1675,0.65,80.3,7,12.6
2025-02-02 00:00:00+00:00,Aquarabia,5400,7272,5532,1759,0.74,80.9,7.8,11.3
2025-02-03 00:00:00+00:00,Aquarabia,6163,8894,6172,1526,0.69,78.6,11.7,9.8
2025-02-04 00:00:00+00:00,Aquarabia,5181,6802,5275,1351,0.76,80.1,8.7,11.2
2025-02-05 00:00:00+00:00,Aquarabia,7117,10080,6389,1676,0.71,79,11.3,9.7
2025-02-06 00:00:00+00:00,Aquarabia,7570,11242,7056,2295,0.67,77.1,11.6,11.3
2025-02-07 00:00:00+00:00,Aquarabia,6706,9849,7131,1697,0.68,80.3,8.1,11.5
2025-02-08 00:00:00+00:00,Aquarabia,8276,11816,9495,2819,0.7,79.3,9.7,11
2025-02-09 00:00:00+00:00,Aquarabia,5872,8223,4853,1229,0.71,79.4,10.6,10.1
2025-02-10 00:00:00+00:00,Aquarabia,4695,6010,4208,1119,0.78,77.9,12.3,9.7
2025-02-11 00:00:00+00:00,Aquarabia,6005,8014,5318,1355,0.75,78.4,9.9,11.7
2025-02-12 00:00:00+00:00,Aquarabia,6277,9622,7133,2310,0.65,81.2,6.5,12.3
2025-02-13 00:00:00+00:00,Aquarabia,6922,10074,6160,1979,0.69,78.1,9.8,12.1
2025-02-14 00:00:00+00:00,Aquarabia,4797,6987,5560,1591,0.69,77.8,12.1,10.1
2025-02-15 00:00:00+00:00,Aquarabia,6964,10652,6328,2113,0.65,77.5,11.9,10.6
2025-02-16 00:00:00+00:00,Aquarabia,7650,9871,8727,1931,0.77,80.6,8,11.4
2025-02-17 00:00:00+00:00,Aquarabia,6696,9070,6183,1460,0.74,81.5,8.2,10.3
2025-02-18 00:00:00+00:00,Aquarabia,6025,8527,6657,1751,0.71,81.5,8.9,9.6
2025-02-19 00:00:00+00:00,Aquarabia,6567,8502,7188,1724,0.77,78.5,11,10.5
2025-02-20 00:00:00+00:00,Aquarabia,5951,9095,5413,1236,0.65,79.9,9.4,10.7
2025-02-21 00:00:00+00:00,Aquarabia,5282,6797,5144,1513,0.78,79.9,10.4,9.7
2025-02-22 00:00:00+00:00,Aquarabia,8466,10706,7533,2225,0.79,77.8,9.3,12.8
2025-02-23 00:00:00+00:00,Aquarabia,5691,8434,6073,1703,0.67,81.1,9.3,9.6
2025-02-24 00:00:00+00:00,Aquarabia,5776,7720,6593,1601,0.75,77.3,12.4,10.3
2025-02-25 00:00:00+00:00,Aquarabia,7387,11491,7990,2419,0.64,80.7,9.6,9.8
2025-02-26 00:00:00+00:00,Aquarabia,6508,9379,7219,1793,0.69,79.1,8.1,12.8
2025-02-27 00:00:00+00:00,Aquarabia,6706,8878,6075,1958,0.76,77.3,12.6,10.1
2025-02-28 00:00:00+00:00,Aquarabia,8039,11276,6644,2153,0.71,80.3,8,11.7
2025-03-01 00:00:00+00:00,Aquarabia,4727,6174,4864,1104,0.77,87.1,3.1,9.8
2025-03-02 00:00:00+00:00,Aquarabia,5113,6632,5264,1209,0.77,85.8,5,9.2
2025-03-03 00:00:00+00:00,Aquarabia,5576,7416,4740,1658,0.75,85.7,5.8,8.5
2025-03-04 00:00:00+00:00,Aquarabia,5097,6393,5460,1263,0.8,84.1,6.5,9.4
2025-03-05 00:00:00+00:00,Aquarabia,8277,10420,8969,2821,0.79,83.9,6.1,10
2025-03-06 00:00:00+00:00,Aquarabia,7070,10260,7335,1619,0.69,85.2,5.2,9.5
2025-03-07 00:00:00+00:00,Aquarabia,5382,8549,4427,1258,0.63,86.8,3.6,9.7
2025-03-08 00:00:00+00:00,Aquarabia,6379,9998,7052,1719,0.64,87.4,2.5,10.1
2025-03-09 00:00:00+00:00,Aquarabia,6717,9211,7611,1802,0.73,85.5,4.9,9.5
2025-03-10 00:00:00+00:00,Aquarabia,7491,10907,6040,2006,0.69,81.8,8.4,9.8
2025-03-11 00:00:00+00:00,Aquarabia,5989,8727,5150,1502,0.69,84.6,6.3,9.2
2025-03-12 00:00:00+00:00,Aquarabia,5908,7522,6306,1735,0.79,85.9,5.1,9
2025-03-13 00:00:00+00:00,Aquarabia,6923,9349,8205,2852,0.74,84.4,6.1,9.5
2025-03-14 00:00:00+00:00,Aquarabia,7958,10437,7783,2578,0.76,85,7.5,7.5
2025-03-15 00:00:00+00:00,Aquarabia,6760,10682,6330,1956,0.63,85.7,6.5,7.8
2025-03-16 00:00:00+00:00,Aquarabia,7401,11042,7002,1809,0.67,86.1,5.6,8.3
2025-03-17 00:00:00+00:00,Aquarabia,5520,8268,6229,1524,0.67,85.9,3.7,10.4
2025-03-18 00:00:00+00:00,Aquarabia,7259,11580,7566,1676,0.63,87.4,2.4,10.2
2025-03-19 00:00:00+00:00,Aquarabia,7361,9799,7190,1722,0.75,87,3.6,9.4
2025-03-20 00:00:00+00:00,Aquarabia,6183,9682,7237,2525,0.64,81.1,10.8,8.2
2025-03-21 00:00:00+00:00,Aquarabia,7232,9677,7436,1723,0.75,84.4,7.6,8
2025-03-22 00:00:00+00:00,Aquarabia,5338,6987,5792,1672,0.76,84.2,5.9,9.8
2025-03-23 00:00:00+00:00,Aquarabia,5516,7676,6097,1868,0.72,84,7.4,8.6
2025-03-24 00:00:00+00:00,Aquarabia,6335,7972,7225,2507,0.79,86,5.7,8.3
2025-03-25 00:00:00+00:00,Aquarabia,7868,12225,7263,1670,0.64,81.5,8.8,9.7
2025-03-26 00:00:00+00:00,Aquarabia,6824,9397,6841,1913,0.73,85.7,5.6,8.7
2025-03-27 00:00:00+00:00,Aquarabia,6901,10176,7119,1942,0.68,81.9,7.1,11
2025-03-28 00:00:00+00:00,Aquarabia,5683,7339,4604,1087,0.77,84.4,7.8,7.8
2025-03-29 00:00:00+00:00,Aquarabia,7420,10683,7932,2464,0.69,87,4.5,8.5
2025-03-30 00:00:00+00:00,Aquarabia,5219,7128,5142,1141,0.73,82.9,7.7,9.5
2025-03-31 00:00:00+00:00,Aquarabia,7802,10306,6684,1631,0.76,83.8,6.7,9.5
2025-04-01 00:00:00+00:00,Aquarabia,6284,9939,6679,1748,0.63,77.4,12.1,10.5
2025-04-02 00:00:00+00:00,Aquarabia,6828,10052,7317,1942,0.68,80.6,7.4,12
2025-04-03 00:00:00+00:00,Aquarabia,6448,8068,5490,1608,0.8,80.8,8.1,11.1
2025-04-04 00:00:00+00:00,Aquarabia,6005,9299,6787,1525,0.65,79.8,7.7,12.5
2025-04-05 00:00:00+00:00,Aquarabia,4939,6304,5343,1655,0.78,79.3,10.3,10.3
2025-04-06 00:00:00+00:00,Aquarabia,4749,6318,4012,1015,0.75,79.2,9,11.8
2025-04-07 00:00:00+00:00,Aquarabia,6035,9647,4981,1362,0.63,79.1,10.3,10.6
2025-04-08 00:00:00+00:00,Aquarabia,7405,9500,7227,2432,0.78,78.1,10.7,11.2
2025-04-09 00:00:00+00:00,Aquarabia,7623,9998,6780,2135,0.76,79.7,8.4,12
2025-04-10 00:00:00+00:00,Aquarabia,6937,10522,6671,1832,0.66,78.2,10.3,11.5
2025-04-11 00:00:00+00:00,Aquarabia,8375,11233,8774,2482,0.75,79.1,8.5,12.5
2025-04-12 00:00:00+00:00,Aquarabia,8426,12546,9861,3236,0.67,78.9,9,12.1
2025-04-13 00:00:00+00:00,Aquarabia,5950,9424,6714,2019,0.63,78.4,9.9,11.7
2025-04-14 00:00:00+00:00,Aquarabia,5092,7486,5480,1284,0.68,78.3,11.4,10.3
2025-04-15 00:00:00+00:00,Aquarabia,5978,8324,5635,1776,0.72,78.4,11.3,10.3
2025-04-16 00:00:00+00:00,Aquarabia,4563,6607,4129,1254,0.69,80.6,9.4,10
2025-04-17 00:00:00+00:00,Aquarabia,7733,9840,8621,2899,0.79,78.6,10.9,10.5
2025-04-18 00:00:00+00:00,Aquarabia,5516,8123,5453,1704,0.68,80.3,8.3,11.4
2025-04-19 00:00:00+00:00,Aquarabia,5816,7920,6120,1888,0.73,80.7,8.9,10.4
2025-04-20 00:00:00+00:00,Aquarabia,8202,10856,7671,2434,0.76,79.8,7.5,12.7
2025-04-21 00:00:00+00:00,Aquarabia,4733,6493,5473,1794,0.73,80.9,8.3,10.7
2025-04-22 00:00:00+00:00,Aquarabia,5955,8069,5277,1580,0.74,77.5,10.6,11.9
2025-04-23 00:00:00+00:00,Aquarabia,4725,6288,5377,1643,0.75,80.5,7.7,11.8
2025-04-24 00:00:00+00:00,Aquarabia,8027,11044,8437,2150,0.73,80.5,9.4,10
2025-04-25 00:00:00+00:00,Aquarabia,7296,9420,8484,2481,0.77,79.7,10.1,10.2
2025-04-26 00:00:00+00:00,Aquarabia,4923,6171,5884,1934,0.8,81.2,8.1,10.6
2025-04-27 00:00:00+00:00,Aquarabia,6351,8900,7399,1634,0.71,80.2,10.4,9.4
2025-04-28 00:00:00+00:00,Aquarabia,6783,10807,8124,2393,0.63,80.9,9.5,9.6
2025-04-29 00:00:00+00:00,Aquarabia,5395,7248,4494,1442,0.74,78.6,10.5,10.9
2025-04-30 00:00:00+00:00,Aquarabia,5668,8906,5837,1971,0.64,78.5,10.4,11.1
2025-05-01 00:00:00+00:00,Aquarabia,4625,6132,5069,1292,0.75,78.2,9.7,12.1
2025-05-02 00:00:00+00:00,Aquarabia,8096,12158,7451,1707,0.67,80.3,8.5,11.2
2025-05-03 00:00:00+00:00,Aquarabia,5191,7650,4758,1592,0.68,80.3,8,11.7
2025-05-04 00:00:00+00:00,Aquarabia,7930,10797,6934,1993,0.73,77.4,11.4,11.2
2025-05-05 00:00:00+00:00,Aquarabia,5171,7581,5528,1912,0.68,79.8,8.5,11.7
2025-05-06 00:00:00+00:00,Aquarabia,7011,10269,6014,1581,0.68,77.8,11.9,10.3
2025-05-07 00:00:00+00:00,Aquarabia,6908,9312,6022,2057,0.74,78,11.1,10.9
2025-05-08 00:00:00+00:00,Aquarabia,6307,10009,5231,1531,0.63,81.5,7,11.4
2025-05-09 00:00:00+00:00,Aquarabia,4781,6366,3847,1302,0.75,80.2,10.1,9.7
2025-05-10 00:00:00+00:00,Aquarabia,7276,11348,6029,1887,0.64,78.5,10.8,10.7
2025-05-11 00:00:00+00:00,Aquarabia,4740,6898,5263,1775,0.69,81.6,7.8,10.6
2025-05-12 00:00:00+00:00,Aquarabia,6144,8162,6521,1863,0.75,77,10.5,12.4
2025-05-13 00:00:00+00:00,Aquarabia,8095,11667,8359,2067,0.69,80.8,6.9,12.3
2025-05-14 00:00:00+00:00,Aquarabia,7029,10907,7763,2238,0.64,79.2,10.8,10
2025-05-15 00:00:00+00:00,Aquarabia,7257,11589,7738,2427,0.63,77.6,12.6,9.8
2025-05-16 00:00:00+00:00,Aquarabia,5299,6763,5328,1200,0.78,79.2,10.8,10
2025-05-17 00:00:00+00:00,Aquarabia,7251,11558,8261,2668,0.63,78.7,10.8,10.5
2025-05-18 00:00:00+00:00,Aquarabia,5846,8911,5206,1368,0.66,78.8,10.8,10.5
2025-05-19 00:00:00+00:00,Aquarabia,5303,7486,6173,2088,0.71,80.4,7.4,12.2
2025-05-20 00:00:00+00:00,Aquarabia,6226,8302,6645,1670,0.75,77.7,11.6,10.6
2025-05-21 00:00:00+00:00,Aquarabia,5066,7901,4208,1275,0.64,80.6,7.1,12.4
2025-05-22 00:00:00+00:00,Aquarabia,4562,6731,4896,1172,0.68,78.6,10.5,10.8
2025-05-23 00:00:00+00:00,Aquarabia,7167,11222,8375,2409,0.64,79,8.5,12.6
2025-05-24 00:00:00+00:00,Aquarabia,7678,10267,8047,2643,0.75,78.4,11.1,10.5
2025-05-25 00:00:00+00:00,Aquarabia,7957,10568,7338,2173,0.75,80.2,7.5,12.3
2025-05-26 00:00:00+00:00,Aquarabia,6929,9064,5948,1946,0.76,78.6,10.1,11.4
2025-05-27 00:00:00+00:00,Aquarabia,4840,7297,3972,1365,0.66,80.6,8.8,10.7
2025-05-28 00:00:00+00:00,Aquarabia,7218,11029,7214,1703,0.65,77.6,9.6,12.8
2025-05-29 00:00:00+00:00,Aquarabia,5231,7040,5234,1476,0.74,80.5,7.8,11.8
2025-05-30 00:00:00+00:00,Aquarabia,8131,11065,8444,1922,0.73,79.3,9.1,11.6
2025-05-31 00:00:00+00:00,Aquarabia,7568,10625,6732,2001,0.71,78.4,9.6,11.9
2025-06-01 00:00:00+00:00,Aquarabia,8236,10769,7625,2139,0.76,86.3,4.2,9.6
2025-06-02 00:00:00+00:00,Aquarabia,5415,7598,4771,1285,0.71,86.6,4.6,8.8
2025-06-03 00:00:00+00:00,Aquarabia,7657,9620,7748,2478,0.8,85.9,4.5,9.6
2025-06-04 00:00:00+00:00,Aquarabia,8233,11998,8163,2171,0.69,83.6,8.2,8.2
2025-06-05 00:00:00+00:00,Aquarabia,5205,7254,6217,1710,0.72,85.4,6,8.6
2025-06-06 00:00:00+00:00,Aquarabia,7381,9553,7237,2217,0.77,87.6,4,8.4
2025-06-07 00:00:00+00:00,Aquarabia,7366,9224,7821,2387,0.8,86.5,3.9,9.6
2025-06-08 00:00:00+00:00,Aquarabia,5446,7268,5322,1388,0.75,86.3,3.8,9.9
2025-06-09 00:00:00+00:00,Aquarabia,6766,10028,6057,2085,0.67,83.4,7,9.6
2025-06-10 00:00:00+00:00,Aquarabia,6388,8259,7091,2104,0.77,87.4,4.8,7.9
2025-06-11 00:00:00+00:00,Aquarabia,6963,10782,6843,2327,0.65,85.4,7.1,7.5
2025-06-12 00:00:00+00:00,Aquarabia,5038,7853,5032,1533,0.64,83.2,8.2,8.7
2025-06-13 00:00:00+00:00,Aquarabia,5694,8568,4995,1596,0.66,86.1,3.6,10.3
2025-06-14 00:00:00+00:00,Aquarabia,7490,11586,6508,2274,0.65,81.7,8.5,9.7
2025-06-15 00:00:00+00:00,Aquarabia,6869,9679,7978,1761,0.71,83,7.1,9.8
2025-06-16 00:00:00+00:00,Aquarabia,5751,8385,6469,1925,0.69,82.9,7.6,9.5
2025-06-17 00:00:00+00:00,Aquarabia,7548,10648,6432,1731,0.71,82.5,9.6,7.9
2025-06-18 00:00:00+00:00,Aquarabia,8083,12820,8246,2149,0.63,84.6,5.6,9.8
2025-06-19 00:00:00+00:00,Aquarabia,7985,12230,8851,3038,0.65,81.5,8.3,10.2
2025-06-20 00:00:00+00:00,Aquarabia,5146,7023,5112,1463,0.73,83.4,7.6,9
2025-06-21 00:00:00+00:00,Aquarabia,6104,8295,5407,1872,0.74,86.3,4.5,9.1
2025-06-22 00:00:00+00:00,Aquarabia,5878,8537,6938,2329,0.69,84.1,8.6,7.3
2025-06-23 00:00:00+00:00,Aquarabia,6722,10637,7788,1811,0.63,86.6,3.5,9.9
2025-06-24 00:00:00+00:00,Aquarabia,6036,8021,6701,2108,0.75,83,7.3,9.7
2025-06-25 00:00:00+00:00,Aquarabia,6627,9450,6093,1601,0.7,81.8,8.4,9.9
2025-06-26 00:00:00+00:00,Aquarabia,7026,11072,6306,1605,0.63,81.6,10.6,7.9
2025-06-27 00:00:00+00:00,Aquarabia,8279,11888,7301,1920,0.7,82.7,9.7,7.6
2025-06-28 00:00:00+00:00,Aquarabia,6563,9689,5703,1458,0.68,83.5,9.2,7.3
2025-06-29 00:00:00+00:00,Aquarabia,8193,10883,8940,2434,0.75,86.6,2.7,10.7
2025-06-30 00:00:00+00:00,Aquarabia,4660,6619,4701,1477,0.7,84.8,4.3,11
2025-07-01 00:00:00+00:00,Aquarabia,8028,12270,8911,2707,0.65,86.8,2.8,10.4
2025-07-02 00:00:00+00:00,Aquarabia,6580,9455,6581,1903,0.7,84.8,6,9.2
2025-07-03 00:00:00+00:00,Aquarabia,5047,6687,4206,1426,0.75,85.4,4.3,10.3
2025-07-04 00:00:00+00:00,Aquarabia,6052,8941,5049,1599,0.68,83.8,5.4,10.8
2025-07-05 00:00:00+00:00,Aquarabia,4681,6436,4083,1169,0.73,82.1,8.2,9.7
2025-07-06 00:00:00+00:00,Aquarabia,6671,9260,7373,1646,0.72,86.9,4.1,9
2025-07-07 00:00:00+00:00,Aquarabia,7619,11038,8797,2272,0.69,85.3,6,8.7
2025-07-08 00:00:00+00:00,Aquarabia,6782,9607,6389,1505,0.71,85.1,7.2,7.8
2025-07-09 00:00:00+00:00,Aquarabia,7041,10179,7066,1740,0.69,85.1,4.2,10.6
2025-07-10 00:00:00+00:00,Aquarabia,7021,9329,6857,2245,0.75,84.4,5.4,10.2
2025-07-11 00:00:00+00:00,Aquarabia,6448,8427,7524,1777,0.77,84.8,5.7,9.5
2025-07-12 00:00:00+00:00,Aquarabia,8315,10571,8021,1977,0.79,85.7,5.8,8.6
