date,asset_id,feedback_count,very_dissatisfied,dissatisfied,neutral,satisfied,very_satisfied,average_score,intention_to_revisit,intention_to_recommend,complaints_customer_service,complaints_cleanliness,complaints_ride_safety,complaints_wait_times,complaints_technical_issues,complaints_other
2025-04-19 00:00:00+00:00,Six Flags,4608,477,1506,2588,22,15,4.19,77.67,75.12,0,0,0,0,0,0
2025-04-19 00:00:00+00:00,Aquarabia,3422,494,1163,1730,23,12,4.18,81.39,84.51,0,0,0,0,0,0
2025-04-20 00:00:00+00:00,Aquarabia,6335,1401,1749,3145,25,15,4.05,77.79,75.09,0,0,0,0,0,0
2025-04-20 00:00:00+00:00,Six Flags,7011,1687,2033,3253,21,17,3.99,84.2,77.25,0,0,0,0,0,0
2025-04-21 00:00:00+00:00,Aquarabia,3274,536,1155,1548,21,14,4.3,83.3,76.78,0,0,0,0,0,0
2025-04-21 00:00:00+00:00,Six Flags,7525,1219,2381,3893,20,12,3.67,75.49,81.56,0,0,0,0,0,0
2025-04-22 00:00:00+00:00,Aquarabia,3483,554,1219,1670,26,14,4.12,78.82,80.19,0,0,0,0,0,0
2025-04-22 00:00:00+00:00,Six Flags,4000,661,1416,1885,24,14,4.27,78.86,84.6,0,0,0,0,0,0
2025-04-23 00:00:00+00:00,Aquarabia,6634,1491,1962,3145,21,15,3.87,75.78,76.08,0,0,0,0,0,0
2025-04-23 00:00:00+00:00,Six Flags,5044,945,1668,2397,19,15,4.12,76.12,83.57,0,0,0,0,0,0
2025-04-24 00:00:00+00:00,Six Flags,3452,326,1157,1934,20,15,4.33,84.16,76.72,0,0,0,0,0,0
2025-04-24 00:00:00+00:00,Aquarabia,4368,609,1682,2042,22,13,4.1,80.4,82.67,0,0,0,0,0,0
2025-04-25 00:00:00+00:00,Aquarabia,7430,1618,2514,3271,17,10,3.66,79.16,82.71,0,0,0,0,0,0
2025-04-25 00:00:00+00:00,Six Flags,3937,501,1463,1941,20,12,4.24,81.77,80.27,0,0,0,0,0,0
2025-04-26 00:00:00+00:00,Aquarabia,8728,1686,2739,4269,21,13,3.79,78.01,76.4,0,0,0,0,0,0
2025-04-26 00:00:00+00:00,Six Flags,5652,903,1905,2810,22,12,3.92,77.79,84.93,0,0,0,0,0,0
2025-04-27 00:00:00+00:00,Aquarabia,3953,618,1443,1859,22,11,4.28,79.03,76.92,0,0,0,0,0,0
2025-04-27 00:00:00+00:00,Six Flags,5089,1057,1741,2258,22,11,3.94,77.56,79.64,0,0,0,0,0,0
2025-04-28 00:00:00+00:00,Six Flags,4741,883,1584,2240,21,13,3.96,79.6,79.89,0,0,0,0,0,0
2025-04-28 00:00:00+00:00,Aquarabia,4269,616,1683,1933,21,16,4.23,81.66,78.44,0,0,0,0,0,0
2025-04-29 00:00:00+00:00,Aquarabia,5391,1076,1704,2571,24,16,4.06,78.52,76.53,0,0,0,0,0,0
2025-04-29 00:00:00+00:00,Six Flags,5367,1216,1600,2512,22,17,4.05,84.82,78.33,0,0,0,0,0,0
2025-04-30 00:00:00+00:00,Aquarabia,5794,536,2233,2994,20,11,4.07,83.17,84.45,0,0,0,0,0,0
2025-04-30 00:00:00+00:00,Six Flags,3739,456,1144,2105,20,14,4.25,83.78,80.77,0,0,0,0,0,0
2025-05-01 00:00:00+00:00,Aquarabia,6565,1267,1818,3443,23,14,4.05,77.24,80.93,1,0,1,0,0,0
2025-05-01 00:00:00+00:00,Six Flags,4626,746,1735,2110,22,13,3.95,76.24,77.77,1,1,1,0,0,0
2025-05-02 00:00:00+00:00,Aquarabia,4924,1197,1701,1993,20,13,4.15,79.28,80.3,0,0,0,0,0,0
2025-05-02 00:00:00+00:00,Six Flags,7764,1746,2488,3497,21,12,3.86,75.95,78.55,0,0,1,1,0,1
2025-05-03 00:00:00+00:00,Six Flags,4735,844,1757,2107,16,11,4.01,79.98,75.25,1,0,0,1,0,1
2025-05-03 00:00:00+00:00,Aquarabia,5038,759,1624,2623,18,14,3.93,84.53,84.38,2,0,0,0,0,1
2025-05-04 00:00:00+00:00,Aquarabia,4411,1237,1325,1817,18,14,4.16,82.16,75.32,0,1,0,0,0,0
2025-05-04 00:00:00+00:00,Six Flags,5171,799,1791,2550,19,12,3.96,82.64,76.54,1,1,0,0,0,0
2025-05-05 00:00:00+00:00,Aquarabia,5265,593,1709,2931,18,14,3.77,82.9,82.3,0,0,0,0,0,0
2025-05-05 00:00:00+00:00,Six Flags,7840,1384,2648,3772,21,15,3.95,81.42,79.6,0,0,0,0,0,0
2025-05-06 00:00:00+00:00,Aquarabia,6984,1244,1995,3711,21,13,3.77,79.58,79.95,0,0,0,0,1,1
2025-05-06 00:00:00+00:00,Six Flags,3376,636,1066,1637,24,13,4.22,83.05,83.62,0,0,1,0,0,1
2025-05-07 00:00:00+00:00,Six Flags,6757,958,2160,3599,23,17,3.75,78.92,77.75,0,0,0,0,1,0
2025-05-07 00:00:00+00:00,Aquarabia,6926,1425,2653,2814,22,12,3.89,82.58,79.61,1,0,0,0,0,1
2025-05-08 00:00:00+00:00,Six Flags,4656,750,1275,2595,22,14,3.98,79.0,78.71,1,0,0,1,0,0
2025-05-08 00:00:00+00:00,Aquarabia,5617,937,1869,2777,19,15,4.15,83.47,78.67,1,0,1,0,0,1
2025-05-09 00:00:00+00:00,Aquarabia,5279,951,1723,2572,20,13,4.17,84.45,81.41,0,1,0,0,0,0
2025-05-09 00:00:00+00:00,Six Flags,5781,812,1855,3077,22,15,3.92,76.32,78.64,0,0,0,0,0,0
2025-05-10 00:00:00+00:00,Aquarabia,4412,831,1375,2172,22,12,4.12,75.86,78.86,0,0,0,0,0,0
2025-05-10 00:00:00+00:00,Six Flags,4124,684,1420,1988,21,11,4.03,77.65,78.1,0,0,0,0,0,0
2025-05-11 00:00:00+00:00,Aquarabia,3988,792,1404,1759,20,13,4.13,82.46,79.42,0,0,0,0,1,0
2025-05-11 00:00:00+00:00,Six Flags,6667,1573,2062,2995,21,16,3.73,76.88,76.04,0,0,0,0,0,0
2025-05-12 00:00:00+00:00,Six Flags,8517,1872,2541,4064,26,14,3.66,76.86,76.27,0,0,0,0,0,0
2025-05-12 00:00:00+00:00,Aquarabia,5612,692,1863,3016,25,16,4.14,79.57,79.72,0,0,1,0,0,0
2025-05-13 00:00:00+00:00,Six Flags,5394,1125,1731,2496,25,17,4.07,78.95,79.78,0,0,0,0,0,0
2025-05-13 00:00:00+00:00,Aquarabia,9119,1490,2511,5081,24,13,3.69,79.78,76.63,0,0,0,0,0,0
2025-05-14 00:00:00+00:00,Aquarabia,5800,1119,2039,2612,19,11,4.2,83.03,78.3,0,0,0,0,0,0
2025-05-14 00:00:00+00:00,Six Flags,4121,443,1553,2091,19,15,4.01,75.74,79.65,0,0,0,0,0,0
2025-05-15 00:00:00+00:00,Aquarabia,5491,964,2025,2468,22,12,4.01,84.84,78.22,0,0,0,0,1,0
2025-05-15 00:00:00+00:00,Six Flags,6038,957,2131,2919,21,10,3.98,84.77,75.66,0,0,0,0,0,0
2025-05-16 00:00:00+00:00,Aquarabia,3762,608,1032,2088,19,15,4.17,79.31,80.36,0,0,1,0,0,0
2025-05-16 00:00:00+00:00,Six Flags,7250,863,3102,3250,22,13,3.72,79.46,81.6,0,0,0,0,0,0
2025-05-17 00:00:00+00:00,Aquarabia,7353,1576,2009,3738,19,11,3.93,78.27,76.96,0,0,0,0,0,0
2025-05-17 00:00:00+00:00,Six Flags,3451,780,1112,1527,19,13,4.28,83.48,81.66,0,0,0,0,0,0
2025-05-18 00:00:00+00:00,Six Flags,9367,1493,3096,4744,22,12,3.72,78.24,83.27,0,0,0,0,0,0
2025-05-18 00:00:00+00:00,Aquarabia,7443,1881,2239,3288,22,13,3.87,76.64,80.57,0,0,0,0,0,0
2025-05-19 00:00:00+00:00,Aquarabia,4842,721,1589,2498,23,11,4.27,76.23,83.49,0,0,0,0,0,0
2025-05-19 00:00:00+00:00,Six Flags,3906,842,1368,1662,20,14,4.12,84.04,83.21,0,0,0,0,0,0
2025-05-20 00:00:00+00:00,Aquarabia,4292,901,1318,2043,18,12,4.1,82.34,82.99,0,0,0,0,0,0
2025-05-20 00:00:00+00:00,Six Flags,3399,609,1116,1643,20,11,4.24,83.12,84.25,0,0,0,0,0,0
2025-05-21 00:00:00+00:00,Aquarabia,7782,1531,2575,3648,19,9,3.81,78.56,78.84,0,0,0,0,0,0
2025-05-21 00:00:00+00:00,Six Flags,6489,1575,1759,3121,20,14,3.7,84.81,79.98,0,0,0,0,0,0
2025-05-22 00:00:00+00:00,Six Flags,5748,707,2296,2714,18,13,3.92,84.9,75.14,0,0,0,0,0,0
2025-05-22 00:00:00+00:00,Aquarabia,4346,472,1339,2504,20,11,4.22,82.43,80.55,0,0,0,0,0,0
2025-05-23 00:00:00+00:00,Aquarabia,3603,427,1153,1985,24,14,4.19,84.03,79.61,0,0,0,0,0,0
2025-05-23 00:00:00+00:00,Six Flags,3575,525,1148,1868,19,15,4.3,81.47,76.78,0,0,0,0,0,0
2025-05-24 00:00:00+00:00,Aquarabia,6747,1264,2421,3021,24,17,3.65,79.05,82.82,0,0,0,0,0,0
2025-05-24 00:00:00+00:00,Six Flags,5380,521,2000,2819,23,17,4.16,76.57,76.23,0,0,0,0,0,0
2025-05-25 00:00:00+00:00,Aquarabia,6883,1683,2381,2783,22,14,3.83,84.87,78.61,0,0,0,0,0,0
2025-05-25 00:00:00+00:00,Six Flags,8101,1766,2427,3870,22,16,3.72,80.84,83.92,0,0,0,0,0,0
2025-05-26 00:00:00+00:00,Aquarabia,5779,1115,1975,2647,26,16,3.97,78.4,80.76,0,0,0,0,0,0
2025-05-26 00:00:00+00:00,Six Flags,5851,732,2159,2923,25,12,4.2,82.37,83.68,0,0,0,0,0,0
2025-05-27 00:00:00+00:00,Aquarabia,5912,1257,1872,2740,25,18,3.66,76.97,79.98,0,0,0,0,0,0
2025-05-27 00:00:00+00:00,Six Flags,3760,792,1130,1804,21,13,4.17,76.88,76.43,0,0,0,0,0,0
2025-05-28 00:00:00+00:00,Aquarabia,5045,987,1659,2364,20,15,4.19,78.82,82.34,0,0,0,0,0,0
2025-05-28 00:00:00+00:00,Six Flags,4414,611,1624,2143,21,15,4.16,77.11,81.65,0,0,0,0,0,0
2025-05-29 00:00:00+00:00,Aquarabia,5637,868,1906,2830,20,13,4.0,76.41,81.01,0,0,0,0,0,0
2025-05-29 00:00:00+00:00,Six Flags,5067,846,1445,2744,20,12,3.9,77.6,82.87,0,0,0,0,0,0
2025-05-30 00:00:00+00:00,Aquarabia,5488,1051,1796,2608,22,11,3.83,83.79,80.52,0,0,0,0,0,0
2025-05-30 00:00:00+00:00,Six Flags,6877,1563,2299,2982,22,11,3.87,80.68,77.05,0,0,0,0,0,0
2025-05-31 00:00:00+00:00,Six Flags,6468,625,2579,3231,21,12,3.9,78.57,84.48,0,0,0,0,0,0
2025-05-31 00:00:00+00:00,Aquarabia,6353,688,2689,2943,22,11,3.85,79.61,82.45,0,0,0,0,0,0
2025-06-01 00:00:00+00:00,Six Flags,3449,430,1317,1681,15,6,4.2,82.46,76.61,0,0,0,0,2,1
2025-06-01 00:00:00+00:00,Aquarabia,4262,1009,1360,1871,16,6,4.16,83.31,75.77,1,0,0,0,0,1
2025-06-02 00:00:00+00:00,Aquarabia,3645,443,1470,1711,16,5,4.17,83.09,82.51,0,0,0,0,0,0
2025-06-02 00:00:00+00:00,Six Flags,4175,573,1249,2332,14,7,4.05,77.09,83.13,0,0,0,1,0,0
2025-06-03 00:00:00+00:00,Aquarabia,4396,540,1655,2179,13,9,4.04,77.94,80.71,1,1,0,0,0,1
2025-06-03 00:00:00+00:00,Six Flags,4580,903,1748,1911,13,5,4.02,81.44,80.01,0,0,0,0,0,0
2025-06-04 00:00:00+00:00,Aquarabia,3147,381,1197,1549,14,6,4.25,83.79,75.56,0,0,0,0,1,0
2025-06-04 00:00:00+00:00,Six Flags,4988,1262,1712,1996,10,8,4.1,82.2,82.68,0,1,0,1,0,0
2025-06-05 00:00:00+00:00,Aquarabia,4730,749,1672,2288,15,6,4.26,84.2,78.13,0,0,0,1,1,0
2025-06-05 00:00:00+00:00,Six Flags,4809,1134,1230,2425,13,7,3.85,78.59,83.81,0,0,0,0,1,0
2025-06-06 00:00:00+00:00,Aquarabia,4975,503,1890,2561,13,8,4.24,78.66,82.2,0,0,0,0,1,0
2025-06-06 00:00:00+00:00,Six Flags,5236,927,1631,2657,15,6,3.91,80.74,83.31,0,1,1,1,0,0
2025-06-07 00:00:00+00:00,Aquarabia,5468,1223,1903,2321,14,7,3.82,76.2,79.0,0,0,1,0,0,1
2025-06-07 00:00:00+00:00,Six Flags,4756,605,1767,2364,12,8,4.21,75.59,79.7,0,0,0,0,1,0
2025-06-08 00:00:00+00:00,Aquarabia,5270,1224,1669,2356,16,5,4.19,78.77,83.85,0,0,0,0,0,0
2025-06-08 00:00:00+00:00,Six Flags,5450,1457,1740,2232,13,8,4.08,78.86,83.29,1,0,0,0,1,0
2025-06-09 00:00:00+00:00,Aquarabia,4546,1057,1626,1845,12,6,4.07,83.1,81.5,1,0,0,0,0,0
2025-06-09 00:00:00+00:00,Six Flags,4199,1161,1228,1787,15,8,4.21,79.81,77.78,0,1,0,0,1,1
2025-06-10 00:00:00+00:00,Six Flags,5229,1250,1769,2192,13,5,4.17,81.89,76.25,1,0,0,0,0,0
2025-06-10 00:00:00+00:00,Aquarabia,5770,604,2038,3107,13,8,3.82,84.59,84.77,0,0,0,0,0,0
2025-06-11 00:00:00+00:00,Aquarabia,5914,1456,2106,2326,18,8,3.71,83.34,82.46,0,0,1,0,0,1
2025-06-11 00:00:00+00:00,Six Flags,5589,1244,1740,2579,15,11,4.02,84.42,84.68,1,0,0,1,0,0
2025-06-12 00:00:00+00:00,Aquarabia,5062,845,1747,2450,15,5,4.07,78.93,83.05,0,0,0,0,0,0
2025-06-12 00:00:00+00:00,Six Flags,4294,861,1412,1997,17,7,4.22,83.06,75.06,1,0,0,0,0,1
2025-06-13 00:00:00+00:00,Aquarabia,5090,737,1723,2604,16,10,4.07,84.44,80.42,0,0,0,0,0,0
2025-06-13 00:00:00+00:00,Six Flags,3982,482,1380,2094,17,9,4.28,75.08,81.67,0,2,0,1,0,0
2025-06-14 00:00:00+00:00,Six Flags,4974,712,1598,2642,16,6,4.29,84.19,77.91,0,0,0,0,1,0
2025-06-14 00:00:00+00:00,Aquarabia,6176,1212,1976,2965,16,7,3.86,83.06,83.39,0,1,1,0,1,0
2025-06-15 00:00:00+00:00,Six Flags,8410,1688,2714,3989,14,5,3.71,75.94,80.94,0,0,0,0,1,0
2025-06-15 00:00:00+00:00,Aquarabia,3742,886,1106,1727,14,9,4.06,84.72,76.78,0,0,0,1,0,0
2025-06-16 00:00:00+00:00,Aquarabia,5320,831,1777,2689,16,7,3.82,78.97,83.92,0,1,0,0,0,0
2025-06-16 00:00:00+00:00,Six Flags,8402,1515,2396,4465,17,9,3.69,78.9,82.16,0,0,0,0,0,0
2025-06-17 00:00:00+00:00,Aquarabia,4316,532,1333,2427,17,7,4.24,81.08,76.07,1,1,1,0,0,0
2025-06-17 00:00:00+00:00,Six Flags,3180,666,892,1598,16,8,4.18,76.68,80.98,0,0,0,0,0,0
2025-06-18 00:00:00+00:00,Aquarabia,5471,1251,1496,2696,19,9,3.87,80.11,84.69,0,0,1,0,0,0
2025-06-18 00:00:00+00:00,Six Flags,4543,484,1560,2474,16,9,4.18,81.56,77.18,0,0,0,0,0,0
2025-06-19 00:00:00+00:00,Aquarabia,4981,527,1942,2485,19,8,4.29,83.21,81.19,0,0,0,0,0,0
2025-06-19 00:00:00+00:00,Six Flags,4949,583,1705,2629,20,12,4.0,76.75,79.93,0,0,0,0,0,0
2025-06-20 00:00:00+00:00,Six Flags,6222,1107,1962,3123,19,11,3.82,75.45,77.95,0,0,0,0,0,0
2025-06-20 00:00:00+00:00,Aquarabia,6306,1213,1910,3161,15,7,3.72,81.63,78.65,1,0,0,1,0,1
2025-06-21 00:00:00+00:00,Aquarabia,8787,1412,2986,4361,19,9,3.69,77.85,82.67,0,0,0,0,0,0
2025-06-21 00:00:00+00:00,Six Flags,4122,708,1367,2019,18,10,4.17,83.9,75.86,0,0,0,0,0,0
2025-06-22 00:00:00+00:00,Aquarabia,5065,1351,1473,2212,20,9,4.15,76.81,83.1,0,0,1,0,0,0
2025-06-22 00:00:00+00:00,Six Flags,6193,1144,1975,3052,16,6,4.02,79.52,75.92,0,0,0,0,0,0
2025-06-23 00:00:00+00:00,Aquarabia,5066,583,1847,2614,16,6,4.23,75.89,75.97,0,0,0,0,0,0
2025-06-23 00:00:00+00:00,Six Flags,5753,1186,1710,2828,19,10,4.03,76.47,83.53,0,0,0,0,0,0
2025-06-24 00:00:00+00:00,Six Flags,5009,1163,1295,2526,15,10,4.11,79.68,80.63,0,0,0,0,0,0
2025-06-24 00:00:00+00:00,Aquarabia,5270,1355,1793,2096,19,7,4.01,76.07,76.61,0,0,0,0,0,0
2025-06-25 00:00:00+00:00,Aquarabia,4171,739,1473,1939,14,6,4.15,77.04,78.74,0,0,0,0,0,0
2025-06-25 00:00:00+00:00,Six Flags,4986,1129,1590,2239,17,11,4.18,82.38,76.68,0,0,0,0,0,0
2025-06-26 00:00:00+00:00,Aquarabia,6720,828,2577,3295,13,7,4.06,83.11,81.98,0,0,0,0,0,0
2025-06-26 00:00:00+00:00,Six Flags,3827,608,1517,1677,16,9,4.23,82.9,81.28,0,0,0,0,0,0
2025-06-27 00:00:00+00:00,Aquarabia,4689,1055,1368,2244,15,7,3.99,81.86,76.81,0,0,0,0,0,0
2025-06-27 00:00:00+00:00,Six Flags,5596,1036,1578,2957,19,6,3.74,84.96,83.24,0,0,0,0,0,0
2025-06-28 00:00:00+00:00,Six Flags,4080,581,1542,1930,18,9,4.26,75.06,79.61,0,0,0,0,0,0
2025-06-28 00:00:00+00:00,Aquarabia,8061,1289,3205,3536,21,10,3.77,81.77,82.33,0,0,0,0,0,0
2025-06-29 00:00:00+00:00,Six Flags,6344,815,2139,3357,21,12,3.86,75.04,78.05,0,0,0,0,0,0
2025-06-29 00:00:00+00:00,Aquarabia,3974,402,1594,1954,17,7,4.31,76.1,82.48,0,0,0,0,0,0
2025-06-30 00:00:00+00:00,Aquarabia,5134,1003,1593,2512,17,9,4.03,79.8,79.56,0,0,0,0,0,0
2025-06-30 00:00:00+00:00,Six Flags,5124,871,1604,2624,18,7,4.21,82.69,75.69,0,0,0,0,0,0
2025-07-01 00:00:00+00:00,Aquarabia,5612,751,1666,3159,22,14,4.15,81.9,77.89,1,1,0,0,0,0
2025-07-01 00:00:00+00:00,Six Flags,6035,1432,1757,2811,21,14,4.05,75.07,76.12,0,0,0,0,0,0
2025-07-02 00:00:00+00:00,Aquarabia,6324,925,1854,3514,19,12,3.76,79.06,79.44,0,0,0,0,0,1
2025-07-02 00:00:00+00:00,Six Flags,5084,1001,1679,2374,20,10,3.96,82.11,80.69,0,1,1,0,0,1
2025-07-03 00:00:00+00:00,Aquarabia,5832,1450,1692,2658,19,13,3.81,81.15,83.04,0,0,0,1,0,1
2025-07-03 00:00:00+00:00,Six Flags,5829,1162,2177,2461,17,12,3.71,84.93,80.8,0,0,0,1,0,1
2025-07-04 00:00:00+00:00,Aquarabia,4454,447,1760,2217,18,12,4.25,78.17,84.37,0,0,1,1,0,1
2025-07-04 00:00:00+00:00,Six Flags,6156,1177,1949,2997,20,13,3.72,80.66,75.32,0,0,0,0,0,2
2025-07-05 00:00:00+00:00,Aquarabia,6984,1715,1937,3298,22,12,3.78,84.99,84.79,0,0,0,0,0,0
2025-07-05 00:00:00+00:00,Six Flags,5764,1364,1548,2815,22,15,4.05,80.7,83.4,0,1,1,1,0,0
2025-07-06 00:00:00+00:00,Aquarabia,5628,1130,1727,2735,22,14,4.08,76.85,84.97,0,0,0,0,0,0
2025-07-06 00:00:00+00:00,Six Flags,5238,1017,1591,2593,23,14,4.03,77.99,77.19,1,0,0,1,1,0
2025-07-07 00:00:00+00:00,Aquarabia,5532,567,2207,2723,23,12,4.02,75.14,78.76,0,0,1,0,0,0
2025-07-07 00:00:00+00:00,Six Flags,3675,667,1246,1720,25,17,4.19,75.24,83.45,2,0,0,1,0,0
2025-07-08 00:00:00+00:00,Six Flags,3791,378,1394,1993,19,7,4.11,81.76,76.12,0,0,0,1,1,1
2025-07-08 00:00:00+00:00,Aquarabia,4644,852,1537,2225,18,12,3.94,79.94,75.46,1,1,0,0,1,0
2025-07-09 00:00:00+00:00,Six Flags,4156,576,1425,2120,22,13,3.98,79.51,77.14,0,0,0,0,0,0
2025-07-09 00:00:00+00:00,Aquarabia,7262,859,2635,3729,25,14,3.74,83.23,79.58,0,0,3,0,0,0
2025-07-10 00:00:00+00:00,Aquarabia,5443,914,1879,2614,23,13,3.96,82.26,81.83,0,0,0,0,0,0
2025-07-10 00:00:00+00:00,Six Flags,7814,1780,2689,3306,22,17,3.82,79.39,78.37,0,0,0,0,0,0
2025-07-11 00:00:00+00:00,Aquarabia,5913,1219,1771,2886,23,14,3.75,77.89,80.48,1,1,0,0,1,0
2025-07-11 00:00:00+00:00,Six Flags,3789,587,1337,1827,23,15,4.27,84.93,78.26,0,0,0,0,0,0
2025-07-12 00:00:00+00:00,Aquarabia,4074,802,1376,1863,22,11,4.2,83.39,77.09,0,1,0,1,0,0
2025-07-12 00:00:00+00:00,Six Flags,5575,1202,1720,2620,19,14,4.13,75.12,84.01,0,0,0,0,0,0
2025-07-13 00:00:00+00:00,Aquarabia,6793,926,2511,3325,18,13,4.06,79.47,82.2,0,0,0,0,0,1
2025-07-13 00:00:00+00:00,Six Flags,4674,721,1327,2594,19,13,4.08,79.64,82.35,0,0,0,0,0,0
2025-07-14 00:00:00+00:00,Six Flags,6806,1009,1988,3775,20,14,3.82,81.53,75.15,0,0,0,0,0,0
2025-07-14 00:00:00+00:00,Aquarabia,4617,801,1826,1957,21,12,4.16,79.71,75.85,0,0,0,0,0,0
2025-07-15 00:00:00+00:00,Aquarabia,4668,1091,1283,2256,23,15,3.95,80.74,75.82,0,0,0,0,0,0
2025-07-15 00:00:00+00:00,Six Flags,3232,381,1168,1649,23,11,4.19,82.87,76.55,0,0,0,0,0,0
2025-07-16 00:00:00+00:00,Aquarabia,5644,1369,2059,2180,21,15,4.08,78.82,75.35,0,0,0,0,0,0
2025-07-16 00:00:00+00:00,Six Flags,5820,1425,1969,2391,24,11,3.81,76.46,82.59,0,0,0,0,0,0
2025-07-17 00:00:00+00:00,Aquarabia,6119,736,2345,2994,27,17,4.03,83.66,79.84,0,0,0,0,0,0
2025-07-17 00:00:00+00:00,Six Flags,3508,699,961,1808,26,14,4.2,84.31,79.78,0,0,0,0,0,0
2025-07-18 00:00:00+00:00,Six Flags,3645,895,1212,1495,28,15,4.15,77.05,76.23,0,0,0,0,0,0
2025-07-18 00:00:00+00:00,Aquarabia,5209,813,1540,2808,28,20,4.15,80.9,79.79,0,0,0,0,0,0
2025-07-19 00:00:00+00:00,Six Flags,8449,1649,2811,3950,25,14,3.74,78.95,79.55,0,0,0,0,0,0
2025-07-19 00:00:00+00:00,Aquarabia,3647,500,1100,2004,28,15,4.25,75.92,82.89,0,0,0,0,0,0
2025-07-20 00:00:00+00:00,Aquarabia,7519,589,2679,4206,30,15,3.83,78.15,82.58,0,0,0,0,0,0
2025-07-20 00:00:00+00:00,Six Flags,4722,1056,1506,2113,31,16,4.13,77.31,81.29,0,0,0,0,0,0
2025-07-21 00:00:00+00:00,Aquarabia,5499,1033,1732,2695,26,13,3.95,82.68,84.85,0,0,0,0,0,0
2025-07-21 00:00:00+00:00,Six Flags,4774,490,1768,2473,25,18,4.0,77.48,75.69,0,0,0,0,0,0
2025-07-22 00:00:00+00:00,Aquarabia,3984,571,1556,1819,24,14,4.15,83.78,79.07,0,0,0,0,0,0
2025-07-22 00:00:00+00:00,Six Flags,3851,612,1121,2078,25,15,4.25,75.69,77.87,0,0,0,0,0,0
2025-07-23 00:00:00+00:00,Aquarabia,5644,930,1711,2969,23,11,3.84,78.4,78.24,0,0,0,0,0,0
2025-07-23 00:00:00+00:00,Six Flags,5408,672,1976,2723,22,15,3.97,77.1,77.28,0,0,0,0,0,0
2025-07-24 00:00:00+00:00,Six Flags,6670,1415,2389,2838,18,10,3.71,84.47,77.09,0,0,0,0,0,0
2025-07-24 00:00:00+00:00,Aquarabia,3578,821,882,1845,18,12,4.09,79.18,83.3,0,0,0,0,0,0
2025-07-25 00:00:00+00:00,Aquarabia,6227,567,2400,3232,18,10,3.89,83.71,77.97,0,0,0,0,0,0
2025-07-25 00:00:00+00:00,Six Flags,4511,842,1625,2016,17,11,4.26,77.32,81.11,0,0,0,0,0,0
2025-07-26 00:00:00+00:00,Aquarabia,6385,1167,2028,3162,17,11,4.02,76.31,76.49,0,0,0,0,0,0
2025-07-26 00:00:00+00:00,Six Flags,6276,1270,1976,3002,18,10,3.72,75.39,81.12,0,0,0,0,0,0
2025-07-27 00:00:00+00:00,Aquarabia,7756,1943,2730,3050,20,13,3.87,80.22,77.44,0,0,0,0,0,0
2025-07-27 00:00:00+00:00,Six Flags,7392,1805,2399,3155,22,11,3.76,80.11,80.29,0,0,0,0,0,0
2025-07-28 00:00:00+00:00,Six Flags,5814,935,1753,3090,21,15,4.09,82.59,84.37,0,0,0,0,0,0
2025-07-28 00:00:00+00:00,Aquarabia,5889,1192,1677,2987,19,14,3.94,79.25,81.84,0,0,0,0,0,0
2025-07-29 00:00:00+00:00,Aquarabia,7691,1604,2492,3563,19,13,3.68,75.58,82.27,0,0,0,0,0,0
2025-07-29 00:00:00+00:00,Six Flags,4595,947,1342,2272,20,14,4.19,76.66,79.43,0,0,0,0,0,0
2025-07-30 00:00:00+00:00,Aquarabia,8143,800,3431,3880,20,12,3.79,82.34,82.21,0,0,0,0,0,0
2025-07-30 00:00:00+00:00,Six Flags,5205,751,1581,2842,20,11,4.15,75.51,76.69,0,0,0,0,0,0
2025-07-31 00:00:00+00:00,Aquarabia,4679,853,1385,2410,19,12,4.16,84.49,79.33,0,0,0,0,0,0
2025-07-31 00:00:00+00:00,Six Flags,7004,1731,2389,2854,18,12,3.89,83.62,78.27,0,0,0,0,0,0
2025-08-01 00:00:00+00:00,Aquarabia,3813,737,1259,1784,20,13,4.13,79.04,79.2,0,0,0,0,0,1
2025-08-01 00:00:00+00:00,Six Flags,4313,748,1315,2222,18,10,4.16,82.13,82.84,0,0,0,0,0,0
2025-08-02 00:00:00+00:00,Aquarabia,3494,615,1311,1537,19,12,4.25,81.54,79.97,0,0,0,0,0,0
2025-08-02 00:00:00+00:00,Six Flags,4812,602,1629,2547,20,14,4.21,79.17,81.8,0,1,1,0,1,0
2025-08-03 00:00:00+00:00,Aquarabia,6251,1213,1638,3367,21,12,3.85,81.33,79.71,0,2,0,1,0,0
2025-08-03 00:00:00+00:00,Six Flags,4994,452,1528,2976,23,15,4.03,81.76,83.16,0,0,0,0,0,0
2025-08-04 00:00:00+00:00,Aquarabia,5346,1269,1558,2479,26,14,4.07,83.17,78.3,0,0,1,0,0,1
2025-08-04 00:00:00+00:00,Six Flags,5718,1159,2022,2492,27,18,4.07,79.19,76.23,0,0,0,1,1,1
2025-08-05 00:00:00+00:00,Aquarabia,4057,419,1511,2089,24,14,4.12,84.35,81.74,0,0,0,0,0,0
2025-08-05 00:00:00+00:00,Six Flags,5057,571,1637,2816,20,13,4.12,82.82,84.25,0,0,0,0,1,0
2025-08-06 00:00:00+00:00,Six Flags,4533,681,1503,2315,21,13,4.25,78.86,76.35,0,0,0,1,0,1
2025-08-06 00:00:00+00:00,Aquarabia,4233,989,1260,1945,23,16,4.2,77.14,80.34,0,1,0,0,0,0
