asset_id,date,total_attendance,total_tickets_sold,total_capacity,avg_uptime_hours,avg_downtime_hours,utilization_rate,sales_conversion_rate,loyalty_members_visited,avg_length_of_stay
Aquarabia,2025-09-09 00:00:00+00:00,40658,45362,52900,4.7,3.4,0.77,0.86,5,8.6
Aquarabia,2025-09-10 00:00:00+00:00,41991,49747,52900,6.1,2.2,0.79,0.94,7,6.8
Aquarabia,2025-09-11 00:00:00+00:00,43781,47725,52900,5.7,2.3,0.83,0.9,13,9.1
Aquarabia,2025-09-12 00:00:00+00:00,46995,50232,52900,5.4,2.4,0.89,0.95,15,5.8
Aquarabia,2025-09-13 00:00:00+00:00,51471,52076,52900,6.4,2.2,0.97,0.98,11,7.6
Aquarabia,2025-09-14 00:00:00+00:00,52709,52794,52900,5.3,3.0,1.0,1.0,17,6.1
Aquarabia,2025-09-15 00:00:00+00:00,52900,52900,52900,5.4,2.3,1.0,1.0,9,8.6
Aquarabia,2025-09-16 00:00:00+00:00,37657,45850,52900,4.9,3.0,0.71,0.87,9,8.4
Aquarabia,2025-09-17 00:00:00+00:00,51049,51987,52900,5.7,2.3,0.97,0.98,16,4.0
Aquarabia,2025-09-18 00:00:00+00:00,32547,43453,52900,5.2,3.1,0.62,0.82,10,3.9
Aquarabia,2025-09-19 00:00:00+00:00,31024,43865,52900,4.9,2.9,0.59,0.83,8,7.4
Aquarabia,2025-09-20 00:00:00+00:00,30197,41637,52900,5.0,2.5,0.57,0.79,14,4.1
Aquarabia,2025-09-21 00:00:00+00:00,35250,46762,52900,5.3,2.6,0.67,0.88,9,7.6
Aquarabia,2025-09-22 00:00:00+00:00,47489,49516,52900,4.9,2.6,0.9,0.94,14,7.2
Aquarabia,2025-09-23 00:00:00+00:00,52900,52900,52900,4.8,2.7,1.0,1.0,7,8.3
Aquarabia,2025-09-24 00:00:00+00:00,52900,52900,52900,5.7,2.3,1.0,1.0,12,9.8
Aquarabia,2025-09-25 00:00:00+00:00,38426,44693,52900,5.8,2.7,0.73,0.84,8,6.1
Aquarabia,2025-09-26 00:00:00+00:00,44183,49898,52900,5.2,2.3,0.84,0.94,15,4.0
Aquarabia,2025-09-27 00:00:00+00:00,52900,52900,52900,4.7,2.6,1.0,1.0,9,3.1
Aquarabia,2025-09-28 00:00:00+00:00,31912,44695,52900,6.2,2.1,0.6,0.84,5,3.9
Aquarabia,2025-09-29 00:00:00+00:00,38804,46732,52900,4.7,2.7,0.73,0.88,17,4.9
Aquarabia,2025-09-30 00:00:00+00:00,31636,41580,52900,5.5,2.5,0.6,0.79,8,5.8
Aquarabia,2025-10-01 00:00:00+00:00,52900,52900,52900,6.0,2.7,1.0,1.0,14,5.9
Aquarabia,2025-10-02 00:00:00+00:00,50302,51837,52900,5.7,2.3,0.95,0.98,9,5.0
Aquarabia,2025-10-03 00:00:00+00:00,51670,52160,52900,6.4,2.4,0.98,0.99,9,4.0
Aquarabia,2025-10-04 00:00:00+00:00,39471,45453,52900,5.9,2.1,0.75,0.86,7,8.7
Aquarabia,2025-10-05 00:00:00+00:00,45247,50165,52900,5.3,2.8,0.86,0.95,19,3.4
Aquarabia,2025-10-06 00:00:00+00:00,30547,42233,52900,5.7,2.1,0.58,0.8,11,7.5
Aquarabia,2025-10-07 00:00:00+00:00,48884,51245,52900,5.6,2.7,0.92,0.97,10,9.7
Aquarabia,2025-10-08 00:00:00+00:00,44299,48890,52900,6.0,2.3,0.84,0.92,18,3.4
Aquarabia,2025-10-09 00:00:00+00:00,47318,50642,52900,5.4,2.3,0.89,0.96,14,6.0
Aquarabia,2025-10-10 00:00:00+00:00,52900,52900,52900,5.0,2.7,1.0,1.0,5,9.6
Aquarabia,2025-10-11 00:00:00+00:00,35071,43950,52900,5.4,2.4,0.66,0.83,10,3.3
Aquarabia,2025-10-12 00:00:00+00:00,52900,52900,52900,5.0,2.2,1.0,1.0,6,4.0
Aquarabia,2025-10-13 00:00:00+00:00,52900,52900,52900,6.1,2.1,1.0,1.0,7,6.6
Aquarabia,2025-10-14 00:00:00+00:00,52900,52900,52900,5.1,2.1,1.0,1.0,20,9.7
Aquarabia,2025-10-15 00:00:00+00:00,45126,49305,52900,5.4,2.2,0.85,0.93,18,5.2
Aquarabia,2025-10-16 00:00:00+00:00,52900,52900,52900,6.1,2.0,1.0,1.0,7,9.1
Aquarabia,2025-10-17 00:00:00+00:00,47789,49911,52900,5.6,2.4,0.9,0.94,19,8.5
Aquarabia,2025-10-18 00:00:00+00:00,51387,52237,52900,4.7,2.7,0.97,0.99,8,5.0
Aquarabia,2025-10-19 00:00:00+00:00,44058,49176,52900,4.6,3.0,0.83,0.93,20,4.5
Aquarabia,2025-10-20 00:00:00+00:00,32977,42492,52900,6.1,2.0,0.62,0.8,12,5.8
Aquarabia,2025-10-21 00:00:00+00:00,33148,43190,52900,5.4,2.4,0.63,0.82,6,6.2
Aquarabia,2025-10-22 00:00:00+00:00,35874,42912,52900,5.1,2.2,0.68,0.81,7,7.4
Aquarabia,2025-10-23 00:00:00+00:00,52900,52900,52900,5.2,2.8,1.0,1.0,12,6.8
Aquarabia,2025-10-24 00:00:00+00:00,31646,42921,52900,4.8,2.9,0.6,0.81,8,4.7
Aquarabia,2025-10-25 00:00:00+00:00,49090,51125,52900,5.4,2.5,0.93,0.97,14,5.2
Aquarabia,2025-10-26 00:00:00+00:00,52900,52900,52900,5.2,2.4,1.0,1.0,13,4.4
Aquarabia,2025-10-27 00:00:00+00:00,38017,44749,52900,5.0,2.1,0.72,0.85,20,9.3
Aquarabia,2025-10-28 00:00:00+00:00,32182,38389,52900,5.5,2.5,0.61,0.73,16,3.1
Aquarabia,2025-10-29 00:00:00+00:00,52900,52900,52900,5.4,3.1,1.0,1.0,19,8.9
Aquarabia,2025-10-30 00:00:00+00:00,44104,48886,52900,4.6,2.5,0.83,0.92,9,9.6
Aquarabia,2025-10-31 00:00:00+00:00,35345,42615,52900,5.4,2.3,0.67,0.81,12,6.8
Six Flags,2025-01-01 00:00:00+00:00,51263,54095,57500,6.2,2.6,0.89,0.94,6,3.1
Six Flags,2025-01-02 00:00:00+00:00,35466,45820,57500,5.7,2.5,0.62,0.8,8,5.7
Six Flags,2025-01-03 00:00:00+00:00,56032,56965,57500,5.2,2.4,0.97,0.99,19,6.2
Six Flags,2025-01-04 00:00:00+00:00,31778,40982,57500,5.6,2.4,0.55,0.71,14,7.0
Six Flags,2025-01-05 00:00:00+00:00,37491,51692,57500,5.8,2.3,0.65,0.9,14,9.7
Six Flags,2025-01-06 00:00:00+00:00,29434,46668,57500,5.2,2.2,0.51,0.81,13,3.3
Six Flags,2025-01-07 00:00:00+00:00,39534,48173,57500,5.5,2.3,0.69,0.84,14,3.9
Six Flags,2025-01-08 00:00:00+00:00,57500,57500,57500,5.9,2.3,1.0,1.0,15,4.9
Six Flags,2025-01-09 00:00:00+00:00,34106,46351,57500,5.3,2.6,0.59,0.81,18,3.3
Six Flags,2025-01-10 00:00:00+00:00,47425,51256,57500,5.7,2.6,0.82,0.89,10,9.6
Six Flags,2025-01-11 00:00:00+00:00,40012,52216,57500,6.2,2.5,0.7,0.91,9,6.2
Six Flags,2025-01-12 00:00:00+00:00,57500,57500,57500,5.6,2.4,1.0,1.0,7,7.8
Six Flags,2025-01-13 00:00:00+00:00,48352,52581,57500,5.6,2.6,0.84,0.91,10,4.3
Six Flags,2025-01-14 00:00:00+00:00,44781,50478,57500,6.0,2.1,0.78,0.88,19,7.0
Six Flags,2025-01-15 00:00:00+00:00,39713,47867,57500,5.4,2.7,0.69,0.83,16,7.2
Six Flags,2025-01-16 00:00:00+00:00,44522,48048,57500,6.5,2.3,0.77,0.84,9,9.7
Six Flags,2025-01-17 00:00:00+00:00,41285,47190,57500,4.3,2.9,0.72,0.82,17,6.0
Six Flags,2025-01-18 00:00:00+00:00,46965,52772,57500,5.4,2.4,0.82,0.92,14,7.8
Six Flags,2025-01-19 00:00:00+00:00,43437,49833,57500,5.0,3.2,0.76,0.87,16,6.9
Six Flags,2025-01-20 00:00:00+00:00,45301,51535,57500,5.0,2.4,0.79,0.9,6,8.9
Six Flags,2025-01-21 00:00:00+00:00,44054,50712,57500,4.7,2.5,0.77,0.88,12,5.1
Six Flags,2025-01-22 00:00:00+00:00,40531,47488,57500,5.0,3.0,0.7,0.83,19,6.2
Six Flags,2025-01-23 00:00:00+00:00,37361,49133,57500,5.6,2.3,0.65,0.85,12,3.2
Six Flags,2025-01-24 00:00:00+00:00,47070,52502,57500,5.5,2.4,0.82,0.91,14,10.0
Six Flags,2025-01-25 00:00:00+00:00,32775,40205,57500,5.3,2.3,0.57,0.7,8,4.3
Six Flags,2025-01-26 00:00:00+00:00,44482,51082,57500,4.9,2.6,0.77,0.89,18,6.6
Six Flags,2025-01-27 00:00:00+00:00,57500,57500,57500,6.0,2.1,1.0,1.0,13,4.0
Six Flags,2025-01-28 00:00:00+00:00,57500,57500,57500,6.1,2.3,1.0,1.0,19,5.1
Six Flags,2025-01-29 00:00:00+00:00,50776,54926,57500,5.4,2.4,0.88,0.96,14,5.3
Six Flags,2025-01-30 00:00:00+00:00,47481,50810,57500,5.4,2.5,0.83,0.88,13,6.6
Six Flags,2025-01-31 00:00:00+00:00,57500,57500,57500,5.6,2.5,1.0,1.0,6,9.7
Six Flags,2025-02-01 00:00:00+00:00,44275,48643,57500,5.4,2.2,0.77,0.85,10,8.1
Six Flags,2025-02-02 00:00:00+00:00,36699,47947,57500,4.9,2.4,0.64,0.83,20,3.6
Six Flags,2025-02-03 00:00:00+00:00,32053,44903,57500,5.5,2.5,0.56,0.78,11,5.4
Six Flags,2025-02-04 00:00:00+00:00,47264,53662,57500,6.6,2.1,0.82,0.93,10,4.7
Six Flags,2025-02-05 00:00:00+00:00,51144,54620,57500,5.9,2.4,0.89,0.95,9,3.4
Six Flags,2025-02-06 00:00:00+00:00,57500,57500,57500,5.7,2.7,1.0,1.0,11,7.9
Six Flags,2025-02-07 00:00:00+00:00,49988,54224,57500,6.5,1.9,0.87,0.94,12,3.8
Six Flags,2025-02-08 00:00:00+00:00,33542,45488,57500,5.3,2.5,0.58,0.79,20,8.1
Six Flags,2025-02-09 00:00:00+00:00,48549,52418,57500,4.8,2.6,0.84,0.91,10,5.1
Six Flags,2025-02-10 00:00:00+00:00,31542,43770,57500,4.2,3.0,0.55,0.76,14,7.9
Six Flags,2025-02-11 00:00:00+00:00,51790,54961,57500,5.6,2.5,0.9,0.96,20,8.0
Six Flags,2025-02-12 00:00:00+00:00,57500,57500,57500,4.9,2.8,1.0,1.0,16,5.7
Six Flags,2025-02-13 00:00:00+00:00,37207,44331,57500,5.1,2.8,0.65,0.77,20,5.6
Six Flags,2025-02-14 00:00:00+00:00,57500,57500,57500,5.0,2.5,1.0,1.0,15,9.6
Six Flags,2025-02-15 00:00:00+00:00,28439,44494,57500,5.1,2.3,0.49,0.77,16,4.2
Six Flags,2025-02-16 00:00:00+00:00,52758,55283,57500,6.3,1.9,0.92,0.96,6,4.7
Six Flags,2025-02-17 00:00:00+00:00,37118,46663,57500,5.5,2.6,0.65,0.81,10,5.2
Six Flags,2025-02-18 00:00:00+00:00,57500,57500,57500,6.1,2.4,1.0,1.0,14,10.0
Six Flags,2025-02-19 00:00:00+00:00,35361,45465,57500,5.4,2.5,0.61,0.79,17,4.0
Six Flags,2025-02-20 00:00:00+00:00,55639,56300,57500,4.9,3.2,0.97,0.98,8,3.3
Six Flags,2025-02-21 00:00:00+00:00,47047,52514,57500,5.6,1.9,0.82,0.91,20,3.5
Six Flags,2025-02-22 00:00:00+00:00,41365,52192,57500,6.0,2.3,0.72,0.91,5,3.4
Six Flags,2025-02-23 00:00:00+00:00,48682,52533,57500,5.8,2.3,0.85,0.91,8,6.9
Six Flags,2025-02-24 00:00:00+00:00,57125,57306,57500,5.7,2.8,0.99,1.0,19,5.7
Six Flags,2025-02-25 00:00:00+00:00,56363,56767,57500,4.4,2.3,0.98,0.99,6,4.5
Six Flags,2025-02-26 00:00:00+00:00,55875,56843,57500,5.3,2.7,0.97,0.99,12,8.4
Six Flags,2025-02-27 00:00:00+00:00,48330,54148,57500,5.5,2.1,0.84,0.94,17,7.7
Six Flags,2025-02-28 00:00:00+00:00,76501,94608,115000,5.2,2.55,0.67,0.82,11,4.9
Six Flags,2025-03-01 00:00:00+00:00,57500,57500,57500,5.2,2.6,1.0,1.0,7,7.5
Six Flags,2025-03-02 00:00:00+00:00,40766,49934,57500,5.8,2.3,0.71,0.87,9,4.2
Six Flags,2025-03-03 00:00:00+00:00,37208,49568,57500,5.7,2.2,0.65,0.86,13,6.5
Six Flags,2025-03-04 00:00:00+00:00,40241,50672,57500,6.8,2.2,0.7,0.88,14,6.9
Six Flags,2025-03-05 00:00:00+00:00,57500,57500,57500,5.1,2.4,1.0,1.0,17,6.0
Six Flags,2025-03-06 00:00:00+00:00,40805,51398,57500,5.9,2.3,0.71,0.89,12,6.0
Six Flags,2025-03-07 00:00:00+00:00,39095,48171,57500,6.0,2.2,0.68,0.84,18,6.1
Six Flags,2025-03-08 00:00:00+00:00,57500,57500,57500,6.1,2.3,1.0,1.0,12,6.5
Six Flags,2025-03-09 00:00:00+00:00,51809,52669,57500,5.0,3.0,0.9,0.92,20,4.7
Six Flags,2025-03-10 00:00:00+00:00,48916,54740,57500,5.9,2.3,0.85,0.95,14,8.9
Six Flags,2025-03-11 00:00:00+00:00,41157,50218,57500,5.1,2.3,0.72,0.87,13,6.7
Six Flags,2025-03-12 00:00:00+00:00,57500,57500,57500,6.0,2.5,1.0,1.0,9,8.2
Six Flags,2025-03-13 00:00:00+00:00,44575,51409,57500,5.5,2.5,0.78,0.89,6,5.8
Six Flags,2025-03-14 00:00:00+00:00,40250,48513,57500,6.0,2.2,0.7,0.84,7,4.4
Six Flags,2025-03-15 00:00:00+00:00,49193,52838,57500,5.3,2.3,0.86,0.92,17,5.5
Six Flags,2025-03-16 00:00:00+00:00,34837,40451,57500,6.3,2.7,0.61,0.7,17,3.9
Six Flags,2025-03-17 00:00:00+00:00,31170,41005,57500,5.8,2.2,0.54,0.71,7,5.8
Six Flags,2025-03-18 00:00:00+00:00,53879,56077,57500,5.0,2.9,0.94,0.98,8,9.0
Six Flags,2025-03-19 00:00:00+00:00,51865,55374,57500,6.2,2.2,0.9,0.96,5,8.0
Six Flags,2025-03-20 00:00:00+00:00,40336,49290,57500,5.2,2.6,0.7,0.86,12,7.6
Six Flags,2025-03-21 00:00:00+00:00,42385,50302,57500,5.4,2.4,0.74,0.87,7,3.9
Six Flags,2025-03-22 00:00:00+00:00,57500,57500,57500,6.0,1.9,1.0,1.0,17,4.4
Six Flags,2025-03-23 00:00:00+00:00,57500,57500,57500,6.0,2.9,1.0,1.0,14,3.5
Six Flags,2025-03-24 00:00:00+00:00,41553,47877,57500,6.2,2.3,0.72,0.83,9,7.1
Six Flags,2025-03-25 00:00:00+00:00,38998,46304,57500,5.6,2.4,0.68,0.81,19,9.5
Six Flags,2025-03-26 00:00:00+00:00,53167,56076,57500,5.4,2.6,0.92,0.98,13,6.7
Six Flags,2025-03-27 00:00:00+00:00,57500,57500,57500,5.7,2.4,1.0,1.0,15,5.9
Six Flags,2025-03-28 00:00:00+00:00,55949,56684,57500,5.2,3.2,0.97,0.99,6,6.7
Six Flags,2025-03-29 00:00:00+00:00,46544,51292,57500,6.1,3.2,0.81,0.89,19,6.6
Six Flags,2025-03-30 00:00:00+00:00,57500,57500,57500,5.2,2.6,1.0,1.0,10,5.8
Six Flags,2025-03-31 00:00:00+00:00,43050,50637,57500,5.5,2.6,0.75,0.88,8,9.9
Six Flags,2025-04-01 00:00:00+00:00,33984,46915,57500,6.0,2.1,0.59,0.82,14,9.2
Six Flags,2025-04-02 00:00:00+00:00,31970,48571,57500,5.8,2.7,0.56,0.84,16,8.4
Six Flags,2025-04-03 00:00:00+00:00,54984,56059,57500,5.5,2.7,0.96,0.97,10,8.9
Six Flags,2025-04-04 00:00:00+00:00,32821,47642,57500,5.3,2.0,0.57,0.83,14,7.6
Six Flags,2025-04-05 00:00:00+00:00,41613,48103,57500,5.5,2.6,0.72,0.84,18,8.6
Six Flags,2025-04-06 00:00:00+00:00,50736,54226,57500,6.0,2.2,0.88,0.94,17,8.2
Six Flags,2025-04-07 00:00:00+00:00,32902,44170,57500,5.1,3.1,0.57,0.77,16,5.9
Six Flags,2025-04-08 00:00:00+00:00,32117,45314,57500,5.2,2.5,0.56,0.79,15,6.0
Six Flags,2025-04-09 00:00:00+00:00,42117,49068,57500,4.9,2.9,0.73,0.85,17,3.8
Six Flags,2025-04-10 00:00:00+00:00,44660,49844,57500,5.5,2.5,0.78,0.87,8,7.2
Six Flags,2025-04-11 00:00:00+00:00,51656,54566,57500,5.6,2.6,0.9,0.95,12,3.9
Six Flags,2025-04-12 00:00:00+00:00,50255,52320,57500,5.8,1.5,0.87,0.91,9,8.9
Six Flags,2025-04-13 00:00:00+00:00,37243,46318,57500,5.5,2.4,0.65,0.81,10,6.9
Six Flags,2025-04-14 00:00:00+00:00,49583,52877,57500,5.9,2.1,0.86,0.92,6,9.1
Six Flags,2025-04-15 00:00:00+00:00,57500,57500,57500,5.7,2.4,1.0,1.0,18,4.5
Six Flags,2025-04-16 00:00:00+00:00,53561,55606,57500,5.5,2.4,0.93,0.97,20,8.6
Six Flags,2025-04-17 00:00:00+00:00,52800,55371,57500,5.7,2.8,0.92,0.96,6,4.7
Six Flags,2025-04-18 00:00:00+00:00,52758,55120,57500,5.6,2.7,0.92,0.96,8,8.3
Six Flags,2025-04-19 00:00:00+00:00,37289,45405,57500,5.1,3.2,0.65,0.79,17,8.6
Six Flags,2025-04-20 00:00:00+00:00,57500,57500,57500,5.5,2.5,1.0,1.0,17,4.0
Six Flags,2025-04-21 00:00:00+00:00,55607,56618,57500,5.3,2.4,0.97,0.98,8,7.8
Six Flags,2025-04-22 00:00:00+00:00,57500,57500,57500,6.4,2.2,1.0,1.0,15,5.4
Six Flags,2025-04-23 00:00:00+00:00,36806,45193,57500,5.9,2.3,0.64,0.79,18,4.9
Six Flags,2025-04-24 00:00:00+00:00,57500,57500,57500,4.9,2.5,1.0,1.0,20,9.7
Six Flags,2025-04-25 00:00:00+00:00,49577,53856,57500,5.3,2.3,0.86,0.94,17,4.1
Six Flags,2025-04-26 00:00:00+00:00,47411,52691,57500,5.5,2.1,0.82,0.92,9,7.7
Six Flags,2025-04-27 00:00:00+00:00,31914,45379,57500,5.7,2.6,0.56,0.79,19,4.6
Six Flags,2025-04-28 00:00:00+00:00,55052,56097,57500,6.3,1.8,0.96,0.98,15,5.1
Six Flags,2025-04-29 00:00:00+00:00,51425,54785,57500,5.8,2.9,0.89,0.95,20,5.6
Six Flags,2025-04-30 00:00:00+00:00,39666,48864,57500,6.0,2.3,0.69,0.85,8,6.7
Six Flags,2025-05-01 00:00:00+00:00,57500,57500,57500,5.7,2.5,1.0,1.0,8,9.4
Six Flags,2025-05-02 00:00:00+00:00,50945,53634,57500,5.4,2.8,0.89,0.93,11,4.2
Six Flags,2025-05-03 00:00:00+00:00,38083,49555,57500,4.8,2.5,0.66,0.86,9,4.9
Six Flags,2025-05-04 00:00:00+00:00,56864,57291,57500,5.5,2.6,0.99,1.0,16,8.5
Six Flags,2025-05-05 00:00:00+00:00,57500,57500,57500,5.9,2.1,1.0,1.0,9,6.9
Six Flags,2025-05-06 00:00:00+00:00,57500,57500,57500,5.4,3.2,1.0,1.0,5,7.0
Six Flags,2025-05-07 00:00:00+00:00,57500,57500,57500,5.9,2.2,1.0,1.0,5,3.5
Six Flags,2025-05-08 00:00:00+00:00,41320,47510,57500,6.2,1.9,0.72,0.83,20,9.3
Six Flags,2025-05-09 00:00:00+00:00,40987,49102,57500,4.6,3.1,0.71,0.85,16,9.5
Six Flags,2025-05-10 00:00:00+00:00,42975,49765,57500,4.7,2.9,0.75,0.87,16,5.5
Six Flags,2025-05-11 00:00:00+00:00,44377,49691,57500,5.2,3.0,0.77,0.86,19,5.5
Six Flags,2025-05-12 00:00:00+00:00,50867,53890,57500,6.0,2.0,0.88,0.94,10,9.6
Six Flags,2025-05-13 00:00:00+00:00,57500,57500,57500,5.2,2.3,1.0,1.0,17,8.7
Six Flags,2025-05-14 00:00:00+00:00,53090,55176,57500,5.3,2.6,0.92,0.96,15,7.2
Six Flags,2025-05-15 00:00:00+00:00,29122,42996,57500,4.3,2.9,0.51,0.75,20,7.1
Six Flags,2025-05-16 00:00:00+00:00,37086,47066,57500,5.5,2.6,0.64,0.82,18,3.7
Six Flags,2025-05-17 00:00:00+00:00,57500,57500,57500,6.1,2.5,1.0,1.0,13,8.9
Six Flags,2025-05-18 00:00:00+00:00,32059,42601,57500,5.3,2.1,0.56,0.74,6,9.7
Six Flags,2025-05-19 00:00:00+00:00,48645,53143,57500,5.0,2.8,0.85,0.92,10,8.9
Six Flags,2025-05-20 00:00:00+00:00,40290,50253,57500,4.7,3.2,0.7,0.87,17,5.4
Six Flags,2025-05-21 00:00:00+00:00,55504,56672,57500,6.4,2.2,0.97,0.99,13,3.9
Six Flags,2025-05-22 00:00:00+00:00,51956,55420,57500,5.7,2.0,0.9,0.96,6,7.2
Six Flags,2025-05-23 00:00:00+00:00,54713,55587,57500,5.6,2.5,0.95,0.97,11,4.0
Six Flags,2025-05-24 00:00:00+00:00,33478,47132,57500,6.0,1.5,0.58,0.82,13,4.0
Six Flags,2025-05-25 00:00:00+00:00,45208,50952,57500,5.7,2.6,0.79,0.89,9,6.0
Six Flags,2025-05-26 00:00:00+00:00,49493,53340,57500,6.2,2.1,0.86,0.93,10,5.2
Six Flags,2025-05-27 00:00:00+00:00,49544,53408,57500,5.8,2.5,0.86,0.93,16,5.7
Six Flags,2025-05-28 00:00:00+00:00,42725,51555,57500,5.1,2.9,0.74,0.9,6,3.8
Six Flags,2025-05-29 00:00:00+00:00,57500,57500,57500,6.7,2.1,1.0,1.0,20,7.3
Six Flags,2025-05-30 00:00:00+00:00,48838,54357,57500,4.7,2.4,0.85,0.95,6,8.8
Six Flags,2025-05-31 00:00:00+00:00,56553,57211,57500,6.2,2.1,0.98,0.99,10,9.9
Six Flags,2025-06-01 00:00:00+00:00,34963,46282,57500,5.4,2.3,0.61,0.8,9,7.3
Six Flags,2025-06-02 00:00:00+00:00,35437,49594,57500,5.2,2.3,0.62,0.86,9,9.9
Six Flags,2025-06-03 00:00:00+00:00,51140,55800,57500,4.8,2.6,0.89,0.97,11,8.5
Six Flags,2025-06-04 00:00:00+00:00,49132,52985,57500,6.0,2.5,0.85,0.92,15,5.5
Six Flags,2025-06-05 00:00:00+00:00,49502,52839,57500,4.7,2.6,0.86,0.92,12,9.0
Six Flags,2025-06-06 00:00:00+00:00,52900,54757,57500,5.3,2.9,0.92,0.95,13,5.5
Six Flags,2025-06-07 00:00:00+00:00,57500,57500,57500,5.3,2.2,1.0,1.0,17,7.8
Six Flags,2025-06-08 00:00:00+00:00,54220,55386,57500,4.9,2.8,0.94,0.96,18,5.3
Six Flags,2025-06-09 00:00:00+00:00,34067,45612,57500,5.7,2.4,0.59,0.79,13,6.6
Six Flags,2025-06-10 00:00:00+00:00,32496,46274,57500,7.1,2.0,0.57,0.8,15,7.9
Six Flags,2025-06-11 00:00:00+00:00,44287,50222,57500,5.1,2.6,0.77,0.87,8,8.4
Six Flags,2025-06-12 00:00:00+00:00,30908,44683,57500,5.0,2.4,0.54,0.78,11,5.8
Six Flags,2025-06-13 00:00:00+00:00,48910,52951,57500,6.1,2.3,0.85,0.92,17,6.4
Six Flags,2025-06-14 00:00:00+00:00,30994,45206,57500,6.1,2.5,0.54,0.79,16,5.1
Six Flags,2025-06-15 00:00:00+00:00,42530,50689,57500,5.3,2.5,0.74,0.88,6,4.8
Six Flags,2025-06-16 00:00:00+00:00,51483,55227,57500,4.8,2.3,0.9,0.96,6,5.6
Six Flags,2025-06-17 00:00:00+00:00,38964,50314,57500,5.3,2.6,0.68,0.88,15,6.1
Six Flags,2025-06-18 00:00:00+00:00,28900,42247,57500,6.2,1.9,0.5,0.73,12,6.2
Six Flags,2025-06-19 00:00:00+00:00,49923,53386,57500,6.5,2.2,0.87,0.93,17,9.2
Six Flags,2025-06-20 00:00:00+00:00,49113,52575,57500,4.6,3.3,0.85,0.91,20,3.1
Six Flags,2025-06-21 00:00:00+00:00,57500,57500,57500,6.3,2.0,1.0,1.0,7,6.0
Six Flags,2025-06-22 00:00:00+00:00,41660,47945,57500,5.6,1.9,0.72,0.83,20,10.0
Six Flags,2025-06-23 00:00:00+00:00,32136,45079,57500,4.9,2.9,0.56,0.78,6,6.7
Six Flags,2025-06-24 00:00:00+00:00,34155,48783,57500,4.5,3.2,0.59,0.85,9,9.7
Six Flags,2025-06-25 00:00:00+00:00,41445,50617,57500,6.5,2.5,0.72,0.88,20,3.5
Six Flags,2025-06-26 00:00:00+00:00,48650,53091,57500,5.2,2.6,0.85,0.92,20,6.0
Six Flags,2025-06-27 00:00:00+00:00,55959,56569,57500,5.4,2.5,0.97,0.98,17,4.4
Six Flags,2025-06-28 00:00:00+00:00,43315,49046,57500,4.8,2.7,0.75,0.85,11,7.6
Six Flags,2025-06-29 00:00:00+00:00,35311,46295,57500,5.9,2.5,0.61,0.81,10,7.5
Six Flags,2025-06-30 00:00:00+00:00,35748,47145,57500,5.5,2.7,0.62,0.82,10,7.5
Six Flags,2025-07-01 00:00:00+00:00,49400,52989,57500,5.5,2.6,0.86,0.92,17,6.0
Six Flags,2025-07-02 00:00:00+00:00,37297,45694,57500,6.1,2.1,0.65,0.79,9,3.6
Six Flags,2025-07-03 00:00:00+00:00,45222,51189,57500,6.3,2.1,0.79,0.89,16,9.7
Six Flags,2025-07-04 00:00:00+00:00,41102,47928,57500,5.8,2.6,0.71,0.83,18,8.8
Six Flags,2025-07-05 00:00:00+00:00,50613,55267,57500,4.7,3.0,0.88,0.96,18,6.7
Six Flags,2025-07-06 00:00:00+00:00,44721,50609,57500,6.7,2.6,0.78,0.88,9,7.0
Six Flags,2025-07-07 00:00:00+00:00,54358,55725,57500,5.5,2.4,0.95,0.97,16,9.8
Six Flags,2025-07-08 00:00:00+00:00,56728,56971,57500,5.2,2.8,0.99,0.99,19,8.2
Six Flags,2025-07-09 00:00:00+00:00,54723,56317,57500,5.7,2.5,0.95,0.98,14,9.9
Six Flags,2025-07-10 00:00:00+00:00,35811,46777,57500,6.1,2.3,0.62,0.81,17,9.3
Six Flags,2025-07-11 00:00:00+00:00,57500,57500,57500,5.7,1.9,1.0,1.0,19,9.2
Six Flags,2025-07-12 00:00:00+00:00,57500,57500,57500,6.0,2.0,1.0,1.0,13,4.7
Six Flags,2025-07-13 00:00:00+00:00,50778,53605,57500,6.4,2.3,0.88,0.93,9,3.9
Six Flags,2025-07-14 00:00:00+00:00,57500,57500,57500,5.3,3.3,1.0,1.0,16,7.9
Six Flags,2025-07-15 00:00:00+00:00,45800,51414,57500,5.1,2.6,0.8,0.89,16,4.9
Six Flags,2025-07-16 00:00:00+00:00,41531,50965,57500,5.5,2.5,0.72,0.89,17,3.7
Six Flags,2025-07-17 00:00:00+00:00,49704,53804,57500,4.6,2.8,0.86,0.94,16,4.2
Six Flags,2025-07-18 00:00:00+00:00,39402,48284,57500,6.0,2.4,0.69,0.84,16,8.6
Six Flags,2025-07-19 00:00:00+00:00,31138,48297,57500,5.2,2.9,0.54,0.84,16,7.4
Six Flags,2025-07-20 00:00:00+00:00,54104,55617,57500,5.8,2.1,0.94,0.97,20,3.9
Six Flags,2025-07-21 00:00:00+00:00,49450,53594,57500,5.6,2.8,0.86,0.93,12,5.3
Six Flags,2025-07-22 00:00:00+00:00,45711,50736,57500,5.4,2.6,0.79,0.88,9,3.5
